name,location_name,category_name,address,city,state,zip_code,violations,current_demerits,inspection_demerits,business_id,neighborhood,rating,review_count,accepts_insurance,ages_allowed,alcohol,ambience,byob,byob_corkage,best_nights,bike_parking,business_accepts_bitcoin,business_accepts_creditcards,business_parking,byappointmentonly,caters,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_kids,good_for_meal,hair_specializes_in,happy_hour,has_tv,music,noise_level,open_24_hours,outdoor_seating,restaurants_attire,restaurants_counter_service,restaurants_delivery,restaurants_good_for_groups,restaurants_price_range2,restaurants_reservations,restaurants_table_service,restaurants_takeout,smoking,wheelchair_accessible,wifi
Project Cupcake,Project Cupcake,Restaurant,9255 S Eastern Ave,Las Vegas,Nevada,89123,1,8,8,3AEWSso6YdRb00SICNKn7Q,Southeast,4.0,33,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null
Tacos Los Toritos,Tacos Los Toritos,Restaurant,861 N Nellis Blvd 8,Las Vegas,Nevada,89110,64,263,129,nGjqCFbLPeBJe55Mx-nIEw,Sunrise,4.5,44,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Tony's Mexican Food,Tony's Mexican Food,Restaurant,5752 S Fort Apache Rd,Las Vegas,Nevada,89148,82,126,166,ru35Z92NtGynsmw0iZDarQ,Spring Valley,3.5,141,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Roberto's Taco Shop,Mangos,Restaurant,6650 Vegas Dr,Las Vegas,Nevada,89108,56,121,134,ygW1BY7co1ioTKmeWzJt-Q,,4.0,5,Null,Null,0,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,Null
Roberto's Taco Shop,Mangos,Restaurant,6650 Vegas Dr,Las Vegas,Nevada,89108,56,121,134,RZGxU6bCoqgbi7xVB_UckQ,,3.0,53,Null,Null,0,0,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Rachel's Kitchen,RACHEL'S KITCHEN,Restaurant,3330 S HUALAPAI,Las Vegas,Nevada,89117,79,84,137,Qy_tDaVTWlS14fEglzo1Tg,South Summerlin,4.0,375,Null,Null,0,1,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,1,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,0,0,1,Null,1,1
Smoothie King,SMOOTHIE KING,Restaurant,8000 W Sahara 190,Las Vegas,Nevada,89117,20,69,37,AeOHcC1tKrogRUfKJ8OCqg,Westside,3.5,40,Null,Null,Null,Null,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,1
Irene's Gaming Lounge,Irene's Gaming Lounge,Bar / Tavern,6125 W Tropicana Ave H,Las Vegas,Nevada,89103,32,39,72,l3oWxCf7Y-X-fgAxNVR7-A,,2.5,8,Null,Null,2,0,Null,Null,2,1,Null,1,1,Null,0,0,Null,Null,Null,Null,0,0,Null,Null,1,1,1,1,Null,0,0,Null,0,1,1,1,0,1,1,1,1
TANGTANGTANG 2,TANG TANG TANG 2,Restaurant,8635 S RAINBOW,Las Vegas,Nevada,89139,1,5,5,y2plF1wqtEiOdzArakENfg,Southwest,4.5,6,Null,Null,Null,0,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,0,Null,Null,1,Null,Null,Null,0,Null,Null,Null,0,Null,Null,0,1,1,1,1,1,Null,1,0
Kan Pai Sushi,Kan Pai Sushi,Restaurant,8125 W Sahara Ave 300,Las Vegas,Nevada,89117,33,60,105,gqqHdBJqOVHDMy3jAdSkmw,Westside,4.0,22,Null,Null,2,0,Null,Null,Null,Null,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,Null,Null,0,0,Null,0,1,2,Null,1,1,Null,1,Null
JACK IN THE BOX,JACK IN THE BOX,Restaurant,8221 S FORT APACHE,Las Vegas,Nevada,89178,7,12,12,vWcDq3HDcN8PsoErage4jA,Southwest,2.5,7,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Felipito's Mexican Food,FELIPITO'S MEXICAN FOOD,Restaurant,5095 S Decatur Blvd,Las Vegas,Nevada,89118,142,6,285,G8LBVca1vOBKYeMCMpajGA,,3.5,71,Null,Null,0,2,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,4,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Sushi Factory,Sushi Factory,Restaurant,6120 W Tropicana Ave A-11,Las Vegas,Nevada,89103,32,100,105,YnrJNjZsLIhvldYHtkxKrA,,3.0,93,Null,Null,1,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,1,1,1,Null,1,0
Carmine's Pizza Kitchen,Carmines Pizza Kitchen,Restaurant,2211 S Maryland Pkwy,Las Vegas,Nevada,89104,50,50,105,AQKOuwrOCacAhd-jfFMABA,Downtown,2.5,19,Null,Null,1,1,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,Null,1,1,Null,Null,0
Baja California Restaurant & Cantina,Baja California Restaurant & Cantina,Restaurant,1050 S Rampart Blvd,Las Vegas,Nevada,89145,7,21,21,8pLlsYgvrC5SJL1Con8FYw,Westside,3.5,26,Null,Null,2,0,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,1,1,Null,Null,Null,Null
Red Ribbon Bakeshop,RED RIBBON - SEAFOOD CITY SUPERMARKET,Snack Bar,3890 S Maryland Pkwy,Las Vegas,Nevada,89119,24,3,44,9GPTELAPPpT5vUxad9AoCw,Eastside,4.0,47,Null,Null,0,2,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
Vit's Pizza,Vit's Pizza,Restaurant,3390 Novat St,Las Vegas,Nevada,89129,30,72,60,JCiglfoF09JqfR_gn6XYcA,Northwest,2.5,18,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,0,0,Null,1,1,2,0,0,1,Null,Null,Null
Yogurtland,Yogurtland,Restaurant,6587 S Las Vegas Blvd B188,Las Vegas,Nevada,89119,34,8,65,8eSmXnZG0N1GRsqiFeU9uA,Southeast,4.0,150,Null,Null,Null,Null,Null,Null,Null,1,Null,1,4,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,1,1
Grouchy John's Coffee,Grouchy John's Coffee Mobile,Restaurant,8520 S Maryland Pkwy,Las Vegas,Nevada,89123,18,24,30,ybHlmdUHLPKfv85bRK4Wtw,Southeast,4.5,1014,Null,Null,0,3,Null,Null,Null,1,0,1,1,0,1,Null,Null,Null,1,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Dee's Donuts,Dee's Donuts,Restaurant,4135 S Buffalo Dr B102,Las Vegas,Nevada,89147,39,21,76,r-KT6NlBbfxR_L3t98qiDQ,Spring Valley,4.0,14,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null
Diamond Chinese Restaurant,Sonny's Saloon - Diamond Chinese,Restaurant,3449 Industrial Rd,Las Vegas,Nevada,89109,132,57,232,iRFaq249LVEFGeXLzPULnQ,,4.0,124,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,0,1,2,0,1,1,Null,1,0
Blue Diamond Saloon,Blue Diamond Saloon,Bar / Tavern,6935 Blue Diamond Rd,Las Vegas,Nevada,89178,21,54,45,X6TD8xLS_KMneyOGquOSVQ,Southwest,3.5,30,Null,Null,2,1,Null,Null,3,1,Null,1,0,Null,Null,0,Null,Null,Null,Null,0,Null,Null,Null,1,1,1,1,Null,0,Null,Null,Null,1,1,0,Null,Null,1,Null,Null
Joe's New York Pizza,JOE'S NEW YORK PIZZA,Restaurant,7580 Las Vegas Blvd,Las Vegas,Nevada,89123,25,13,53,64o_nYvzIKwHFOSYSEm-qw,Southeast,3.5,279,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,1,1,2,0,0,1,Null,1,0
Farmer Boys,Farmer Boys,Restaurant,5847 S Decatur Blvd,Las Vegas,Nevada,89118,25,88,64,tXqaK0lBEE1XJbzDPsdFvg,Spring Valley,3.5,253,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,1,Null,1,4,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Farmer Boys,Farmer Boys,Restaurant,5847 S Decatur Blvd,Las Vegas,Nevada,89118,25,88,64,2HxaDXZmAOH6LiuzGgNdPA,Spring Valley,3.0,196,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,1,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,1
Viet Bistro,Viet Bistro,Restaurant,7175 W Lake Mead Blvd 125,Las Vegas,Nevada,89128,70,88,133,5T0h9YCsXiDZyBsVIN9gcg,,3.5,343,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Bangkok 9,Bangkok 9,Restaurant,3175 N Rainbow Blvd,Las Vegas,Nevada,89108,34,18,119,fDpiXePaeKqbOfoxXxUKyw,Northwest,2.5,13,Null,Null,1,1,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,1,Null,0,Null,0,0,Null,1,1,2,Null,1,1,Null,Null,Null
Indian Curry Bowl,Indian Curry Bowl,Restaurant,5643 Centennial Center Blvd,Las Vegas,Nevada,89149,6,24,18,zd4UKCoCc6P1305dummwyQ,Northwest,3.0,43,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,0,1,2,1,1,1,Null,1,0
Yunnan Garden,CTR@SPR MTN-Yunnan Garden,Restaurant,3940 Schiff Dr,Las Vegas,Nevada,89103,104,160,305,dVhGY-mNwTWQzK01Zxuclw,Chinatown,3.5,291,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,1,0
Ramen Sora,Ramen Sora,Restaurant,4490 Spring Mountain Rd,Las Vegas,Nevada,89102,135,86,268,4k3RlMAMd46DZ_JyZU0lMg,Chinatown,4.0,1291,Null,Null,1,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Mad Hatter Cupcakes,Mad Hatter Cupcakes,Restaurant,4195 S Grand Canyon Dr,Las Vegas,Nevada,89147,24,91,30,U_svUGP1XhMTC0_GTZXpGA,Spring Valley,4.0,220,Null,Null,Null,Null,Null,Null,Null,1,0,1,1,Null,1,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,2,Null,Null,1,Null,1,Null
Playas De Cancun,Playas De Cancun,Restaurant,3513 E Charleston Blvd,Las Vegas,Nevada,89104,142,36,319,lmNpuLiA6Jtn3lL2Ec43Qw,Downtown,3.5,13,Null,Null,0,0,Null,Null,Null,0,Null,1,Null,Null,Null,Null,Null,Null,Null,0,Null,1,0,Null,Null,1,Null,0,Null,0,0,Null,0,1,1,0,Null,1,Null,Null,1
Bentley's Coffee,Bentleys Coffee,Restaurant,1501 W Charleston Blvd,Las Vegas,Nevada,89102,14,60,40,ezuzSOrWu3KhFKTtVAMWlQ,Downtown,4.5,19,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null,Null,Null,Null,1,0
Aloha Island Grill,Aloha Island Grill,Restaurant,2267 N Rampart Blvd,Las Vegas,Nevada,89128,5,10,10,0IbboCQAEQlROAv5PKKO_Q,Summerlin,4.5,17,Null,Null,0,Null,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,Null,Null,Null,Null,0,0,Null,0,1,1,0,0,1,Null,1,Null
Mandarin Express,Mandarin Express,Restaurant,7720 S Jones Blvd,Las Vegas,Nevada,89139,22,8,44,oQwadWTYQWahuj9N-68yPA,Southwest,4.0,7,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,1,Null,Null,1,Null,Null,Null
Maru Korean BBQ & Sushi,Maru Korean BBQ & Sushi,Restaurant,2025 Village Center Cir,Las Vegas,Nevada,89134,20,0,44,MQiNywdecInMlkW06WYaCg,Summerlin,3.5,73,Null,Null,2,1,Null,Null,Null,Null,Null,1,1,Null,Null,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,0,Null,1,0,Null,0,1,2,1,1,1,Null,1,0
Moxie Java,Moxie Java,Restaurant,321 S Casino Center Blvd,Las Vegas,Nevada,89101,3,8,8,BthL-DpmauWs0-tDewBWug,Downtown,4.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,1
Sushi House Goyemon,Sushi House Goyemon,Restaurant,5255 S Decatur Blvd,Las Vegas,Nevada,89118,96,66,231,JyxHvtj-syke7m9rbza7mA,,3.5,1750,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,2,0,1,1,Null,Null,0
Pizza My Dear,Pizza My Dear,Restaurant,1725 E Warm Springs Rd,Las Vegas,Nevada,89119,37,86,80,GxfgOFgUhv2rfr3FXVWfCg,Southeast,4.0,194,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,1,0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,11350 Southern Highlands Pkwy,Las Vegas,Nevada,89141,67,133,146,Asy49gKgikq_NkYsC_7c0Q,Southwest,2.5,107,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,0,0
Torrey Pines Pub,Torrey Pines Pub,Bar / Tavern,6374 W Lake Mead Blvd,Las Vegas,Nevada,89108,25,57,43,fzpnaYOqBDjKnnAgFcgR8A,,4.5,44,Null,Null,2,0,Null,Null,3,1,Null,1,1,Null,1,0,Null,Null,0,Null,0,0,3,Null,1,1,0,1,Null,0,0,Null,0,1,2,0,1,1,1,1,1
Thai Taste,Thai Taste,Restaurant,240 S Rainbow Blvd,Las Vegas,Nevada,89145,44,30,70,1nM-ES-xVqL0yQGTCwtd-Q,Westside,3.5,59,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,1,1,1,Null,1,0
Woo Che,Woo Che,Restaurant,4711 Spring Mountain Rd,Las Vegas,Nevada,89102,46,14,106,07gh-AImcEcWQ2bew-jprg,Chinatown,3.5,103,Null,Null,1,1,Null,Null,Null,Null,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,0,1,2,1,1,0,Null,1,0
Jimmy's NYC Pizzeria,Jimmy's NYC Pizzeria,Restaurant,8505 S Eastern Ave 103,Las Vegas,Nevada,89123,14,8,41,n0yMrpye4tLpmaTSzXRGuw,Southeast,3.5,10,Null,Null,0,1,Null,Null,Null,Null,Null,1,1,Null,1,Null,Null,Null,0,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,1,1,2,0,0,1,Null,1,1
La Flor De Michoacan Restaurant,La Flor De Michoacan,Restaurant,6055 E Lake Mead Blvd D,Las Vegas,Nevada,89156,27,30,49,TUpyKJFqL_ySZMo54pT-Sw,Sunrise,3.5,48,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Polaris Street Cafe,POLARIS STREET CAFE,Restaurant,3635 S POLARIS Ave,Las Vegas,Nevada,89103,68,84,155,yo8yB3hdqvbvj8huzXpKWQ,Chinatown,4.5,147,Null,Null,0,1,Null,Null,Null,1,Null,1,2,Null,1,Null,Null,Null,0,Null,Null,1,3,Null,Null,1,Null,1,Null,0,0,Null,1,1,1,0,1,1,Null,1,1
Saffron Flavors of India,Saffron Flavors of India,Restaurant,4450 N Tenaya Way S120,Las Vegas,Nevada,89129,69,112,164,t4bBKVXbr8bIN9nEJIobYg,Northwest,4.0,315,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,1,Null,0,Null,0,0,Null,0,1,2,0,1,1,Null,1,0
Four Sevens Sports Bar & Restaurant,Four Sevens Sports Bar & Restaurant,Restaurant,7777 W Sahara Ave,Las Vegas,Nevada,89117,45,9,80,w0ArxcJ0XsyK1ZwrIf3gpA,Westside,4.0,75,Null,Null,2,2,Null,Null,3,0,Null,1,1,Null,0,0,Null,Null,Null,Null,0,0,1,Null,1,1,1,1,Null,0,0,Null,0,1,1,0,1,1,1,Null,1
Lopez Restaurant,Lopez Restaurant,Restaurant,1720 E Charleston Blvd,Las Vegas,Nevada,89104,57,99,127,#NAME?,Downtown,4.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sedona Lounge,Sedona Restaurant/Lounge,Bar / Tavern,9580 W Flamingo Rd,Las Vegas,Nevada,89147,26,0,45,RQu_Bv7EFf5NKMnh_3E7Ag,Spring Valley,3.5,238,Null,Null,2,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,0,Null,Null,0,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,2,1,1,1,Null,1,1
Los Tacos,Los Tacos,Restaurant,1710 E Charleston Blvd,Las Vegas,Nevada,89104,93,135,256,QteBKpZTRa2dJ3u7MLiXww,Downtown,4.0,262,Null,Null,0,1,0,0,Null,1,Null,1,2,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0
Little Italy Pizza,Little Italy Pizza,Restaurant,3711 S Valley View Blvd H,Las Vegas,Nevada,89103,74,68,135,5gv6AqHXfi3gJV4fb432Vw,Chinatown,3.5,127,Null,Null,0,1,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,7240 W Azure Dr 155,Las Vegas,Nevada,89130,45,153,103,5TY-YMiAXgBjmP_y4AiXhg,Northwest,3.5,17,Null,Null,0,0,Null,Null,Null,0,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,3,Null,Null,0,Null,2,Null,0,0,Null,0,1,1,0,0,1,Null,Null,0
Capriotti's Sandwich Shop,Capriotti's Sandwich Shop,Restaurant,7240 W Azure Dr 155,Las Vegas,Nevada,89130,45,153,103,217u7Wad7y90x4el26-TIw,Centennial,4.0,84,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,1,1,1,0,0,1,Null,Null,0
Siam Garden,Siam Garden,Restaurant,3297 N Las Vegas Blvd,Las Vegas,Nevada,89115,46,133,108,6hsXF2bRmrstSmwuHwI-kw,,4.5,114,Null,Null,0,1,Null,Null,Null,0,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,0,0,Null,0,1,1,0,1,1,Null,1,0
Vegas Express Sushi,Glazier's - Vegas Express Sushi,Restaurant,8525 W Warm Springs Rd,Las Vegas,Nevada,89113,35,0,79,vRFYqRz5F41ici5IOO2_pg,Southwest,4.5,21,Null,Null,Null,0,Null,Null,Null,0,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Null,Null,0,0,Null,0,0,1,0,0,1,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,1220 E Harmon Ave,Las Vegas,Nevada,89119,7,8,51,TSNvD7vyrknurZ8H05iyVQ,Southeast,2.5,14,Null,Null,Null,0,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,0,Null,Null,0,Null,Null,Null,Null,0,Null,0,0,2,0,Null,1,Null,Null,Null
Port of Subs,Port of Subs,Restaurant,1220 E Harmon Ave,Las Vegas,Nevada,89119,7,8,51,k1l25o628GYC9BrnRzv1Tw,Spring Valley,3.5,40,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,0,Null,Null,1,1,Null,Null,0,Null,0,Null,1,0,Null,1,1,1,0,0,1,Null,1,1
Port of Subs,Port of Subs,Restaurant,1220 E Harmon Ave,Las Vegas,Nevada,89119,7,8,51,Ub8goFppwZkOGTpfoWF4JA,Southeast,4.0,29,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,0,Null,0,0,Null,1,1,1,0,0,1,Null,1,Null
Red Shrimp Company,Red Shrimp Company,Restaurant,4060 S Jones Blvd,Las Vegas,Nevada,89103,67,128,175,c2l80imPWR8V6gIEM02XPg,,3.0,61,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,Null,Null,1,2,Null,Null,0,Null,0,Null,0,0,Null,1,0,1,0,0,1,Null,1,0
Salcianu Bistro,Salcianu Bistro,Snack Bar,2110 E Flamingo Rd,Las Vegas,Nevada,89119,43,73,116,BUoV8s0j22KD_PzLm8BlkA,Eastside,4.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,0,Null,Null,Null,Null,Null
The Teriyaki Company,"Teriyaki Company, The",Restaurant,719 N Nellis Blvd,Las Vegas,Nevada,89110,56,33,130,LA9KIu-g3VaoFQsYHL2yRA,Sunrise,3.5,11,Null,Null,0,0,Null,Null,Null,Null,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,0,0,Null,Null,0,Null,0,Null,0,0,Null,0,1,1,0,1,1,Null,Null,0
Baguette Cafe,Baguette Cafe,Restaurant,8359 W Sunset Rd 100,Las Vegas,Nevada,89113,67,47,143,hIUKufhwR6Ifn7bi0-phLA,Spring Valley,4.5,1146,Null,Null,0,1,Null,Null,Null,1,Null,1,1,0,1,Null,Null,Null,1,Null,Null,1,3,Null,Null,0,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,1
Yogurtland,Yogurtland,Restaurant,7290 W Lake Mead Blvd,Las Vegas,Nevada,89128,16,24,36,bG-JFEQjr0pAcgdz7eHkZw,,4.5,99,Null,Null,Null,Null,Null,Null,Null,1,Null,1,0,Null,0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1,Null,Null,0
Palm Pizza,Palm Pizza,Restaurant,3411 E Charleston Blvd,Las Vegas,Nevada,89104,90,62,170,ROZCc1XMuAJpyhvTxotQ6w,Downtown,2.5,40,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,1,Null,Null,0,Null,1,Null,0,0,Null,1,0,1,0,0,1,Null,1,0
Sorrento Pizza,Sorrento Pizza,Restaurant,860 N Rainbow Blvd,Las Vegas,Nevada,89107,85,5,195,dFmaYj3_cZpmEaL4WSOkPg,,3.0,88,Null,Null,0,0,Null,Null,Null,1,Null,1,0,Null,1,Null,Null,Null,Null,Null,Null,1,4,Null,Null,0,Null,0,Null,0,0,Null,1,1,2,0,1,1,Null,Null,0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,6475 S Pecos Rd,Las Vegas,Nevada,89120,47,107,99,UANNbspNsQEFUay5nALZYw,Southeast,3.0,54,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,Null,0,Null,1,3,Null,Null,0,Null,1,Null,0,0,Null,0,1,1,0,0,1,Null,1,0
Rosati's Pizza,Rosati's Pizza,Restaurant,10030 W Cheyenne Ave 110,Las Vegas,Nevada,89129,72,57,166,eRjcli4nDHRwhByViUz9Ow,Summerlin,3.0,141,Null,Null,1,1,Null,Null,Null,1,Null,1,1,Null,1,Null,Null,Null,Null,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,1,1,2,0,1,1,Null,Null,1
Los Tacos,Los Tacos,Restaurant,4001 W Sahara Ave,Las Vegas,Nevada,89102,89,63,220,R7LyTeiOHLyTNkA8HssBRQ,Westside,4.0,341,Null,Null,0,1,Null,Null,Null,1,Null,1,1,Null,0,Null,Null,Null,0,Null,Null,1,2,Null,Null,1,Null,1,Null,1,0,Null,0,1,1,0,0,1,Null,1,0
Speed Zone Tavern,Speed Zone Tavern,Bar / Tavern,4355 E Craig Rd,Las Vegas,Nevada,89115,34,36,99,Y3mYtN9A_BPiz3DHX8868A,,4.5,4,Null,Null,2,0,Null,Null,Null,0,Null,1,Null,Null,Null,0,Null,Null,Null,Null,1,Null,Null,Null,1,1,Null,Null,Null,1,Null,Null,Null,1,2,0,Null,Null,Null,Null,0
