Accepts Apple Pay,business_accepts_bitcoin,business_accepts_creditcards,Accepts Google Pay,alcohol,ambience,restaurants_attire,best_nights,bike_parking,byappointmentonly,Cannabis Products,caters,coat_check,restaurants_delivery,dogs_allowed,drive_thru,Gender Neutral Restrooms,Good For,good_for_dancing,restaurants_good_for_groups,good_for_kids,Good for Working,happy_hour,Has Dairy-free Options,Has Gluten-free Options,Has Halal Options,Has Kosher Options,Has Pool Table,Has Soy-free Options,has_tv,Liked by Vegans,Liked by Vegetarians,Music,noise_level,Offers Military Discount,Open to All,outdoor_seating,business_parking,smoking,restaurants_takeout,restaurants_reservations,Waiter Service,wheelchair_accessible,wifi,business_id
No,Null,Yes,Null,Beer & Wine Only,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Null,Free,eRjcli4nDHRwhByViUz9Ow
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,R7LyTeiOHLyTNkA8HssBRQ
Null,Null,Yes,Null,Full Bar,Null,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,,Null,,,Yes,,Yes,Null,Null,,Null,Null,,Yes,Null,Null,Null,No,Null,Null,No,Y3mYtN9A_BPiz3DHX8868A
Null,No,Yes,No,Beer & Wine Only,Casual,Null,Null,Yes,Null,,Yes,Null,No,Yes,Null,Null,"Breakfast, Brunch, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Yes,,Yes,Private Lot,Null,Yes,Yes,Yes,Yes,Free,YkAcruXbhN6sHDXn0jcySw
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,yie1IIw2dlfy5n6ywvHUvw
No,Null,Yes,Null,No,Divey,Null,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Loud,Null,,No,Null,Null,Yes,No,Null,Null,No,JXvLE5CRN88sccZtNeMIrQ
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Breakfast, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,bUEc1ZDgfZPymHyUXEiiNg
No,Null,Yes,Null,No,Divey,Null,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Loud,Null,,No,Null,Null,Yes,No,Null,Null,No,JXvLE5CRN88sccZtNeMIrQ
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Breakfast, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,bUEc1ZDgfZPymHyUXEiiNg
Null,Null,Yes,Null,No,Divey,Casual,Null,Yes,Null,,No,Null,Yes,Null,Null,Null,Dinner,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,VpFUraD3fuFY9qCcvgMntA
Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,GClknRUsIYiT-PS0ICRzYg
Null,Null,Yes,Null,No,Casual,Casual,Null,Null,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,MoaI-2jJCVoiSD0nCi2qdw
No,Null,Yes,Yes,Beer & Wine Only,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,No,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Yes,Yes,Free,SgSVJWgMwFteYyz4OlHu9Q
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,4l1cmNrXBOLVUJR29MDp3A
No,Null,Yes,Null,No,Null,Null,Null,No,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,YPCbxsAPYOo3kRMbhfxFzw
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,No,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,gloqQrObDeVaL_o3hb35PQ
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Null,Null,Yes,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,Null,AurgTYGyCItvvgFp9NQBag
Null,Null,Yes,Null,No,Null,Null,Null,No,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Quiet,Null,,No,Null,Null,Yes,No,Null,Null,No,P4MSmTvAVeW3is2RORWosA
Null,Null,Yes,Null,No,Null,Casual,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,Null,47Ce56CE_NnzdmCozdMQng
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,Yes,Null,,,Null,,No,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,ZBPwZv0QFWF9QGyR7LbIsA
Null,Null,Yes,Null,Null,Null,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,,Null,,,Null,,Yes,Null,Null,,Null,Null,,No,Null,Null,Null,No,Null,Null,No,tmHsUSpJX1UxroS-dGHlMg
No,Null,Yes,No,No,Null,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,w5LUtmw4G1KD7qAntqGd9w
Null,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,No,zt9RLUIU32fZYOBh2L0NNQ
No,No,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Quiet,Null,,Yes,"Street, Private Lot",Null,Yes,Yes,Null,Null,Free,OFNXLfKbnsh7zV6Iu3EbyA
No,No,Yes,No,Null,Null,Null,Null,Yes,Null,,Yes,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Yes,,Null,Private Lot,Null,Yes,Null,Null,Yes,No,VmspRdKauEargr8YX1oL-Q
Null,Null,Yes,Null,No,Null,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,Yes,Null,Null,Yes,No,Null,Null,No,D1J0-sFI1ul-9l3CwjvvwA
No,Null,Yes,Null,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Breakfast, Brunch, Lunch, Dinner, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Yes,Null,No,3rj1qpgFvkRWtAka17mhEQ
No,No,Yes,Null,Full Bar,Divey,Null,"Thu, Fri, Sat",Yes,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,No,Null,Null,,Null,,,No,,No,Null,Null,"DJ, Live",Very Loud,Null,,Yes,Street,Null,Null,No,Null,Null,No,DV13F0bhe55dV1AhwoO50g
No,Null,Yes,Null,No,Casual,Null,Null,No,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,1bALsE6aZE23mGV2WPxN_g
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,"Brunch, Lunch",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Loud,Null,,No,Private Lot,Null,Yes,Yes,Null,Null,Free,OHFH6ALQqq35NiEbD1eXuw
No,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,Yes,Null,Null,Yes,No,Null,Null,No,JsAR0hNX-5zA-CMsYW4NLQ
Null,Null,Yes,Null,Full Bar,Casual,Casual,Null,Null,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,Yes,Null,Null,No,pRlO48w4GkWEPEYIH2tHsw
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,Free,HUWLnKD5LSZY134amUO2Rg
No,Null,Yes,Null,No,"Hipster, Casual",Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Breakfast, Dessert",Null,Yes,Yes,Yes,Null,Yes,Null,,,Null,,Yes,Null,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,No,No,Yes,Free,rq5dgoksPHkJwJNQKlGQ7w
Null,Null,Yes,Null,Full Bar,Casual,Casual,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Garage,Null,Yes,Yes,Null,Null,Null,FvC3W9E6rXUYx-cTxbnUiA
Yes,Null,Yes,Yes,Null,Null,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,87YsVbCN_kfzheY79Fzjkg
Yes,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,qKn9nynsVYIST8rf6tEFRQ
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,No,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,No,No,Yes,Null,No,0w3BdEOxvwKTpypwbN5kiQ
Yes,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,hrNIDao4XnOhrv7aaFehTg
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,nV2EI2KtETq3eLUZsK3NSQ
Null,Null,Yes,Null,Full Bar,Trendy,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,No,Null,Yes,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,"Garage, Street, Private Lot",Null,Yes,Yes,Null,Null,No,stbX9rtRIpDF-VymOwHJ8w
No,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,Yes,Null,,,Null,,Yes,Yes,Yes,,Average,Null,,No,Null,Null,Yes,No,Yes,Null,No,Ve_qB9oxIbJfd-v7MImBlQ
Yes,No,Yes,No,Null,Null,Null,Null,Yes,Null,,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,OGQ_6nIn4QQL2U6t0XeHtA
Yes,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,iIwMJdDuExGrOqkSAyPb9A
Null,Null,Yes,Null,No,Null,Null,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,Yes,Null,Null,Yes,No,Null,Null,Free,PB7Fc2yCSjrELsrBJWKCSA
Yes,Null,Yes,Yes,Null,Null,Null,Null,Yes,Null,,No,Null,Null,No,Null,Null,Null,Null,Null,Null,Yes,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Yes,Private Lot,Null,Yes,Null,Null,Null,Free,1i9T1uoG_J3aRfprALvNGQ
Yes,Null,Yes,Yes,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,No,Oqqnw0Rz77sMDPHS_eN2aA
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Breakfast, Brunch, Lunch",Null,Yes,Yes,Null,Null,,Yes,,,Null,,Yes,Yes,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,No,Null,Null,Free,atVh8viqTj-sqDJ35tAYVg
No,Null,Yes,Null,Null,Null,Null,Null,No,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Quiet,Null,,Null,"Garage, Street",Null,Yes,Null,Null,Null,Null,0K4tCSMV6BqFxOsgZFqfVw
Null,Null,Yes,Null,Full Bar,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,Null,x_L9NCBxx4Mb4cOnnRMibw
Null,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,No,Null,Yes,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,Lt_ytMJKMQ3lpBDYaANreA
Null,Null,Yes,Null,Full Bar,"Divey, Casual",Casual,Null,No,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner, Late Night",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,CLthP1yn32xlBswIbsLIjQ
Null,Null,Yes,Null,Full Bar,Null,Casual,Null,Yes,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,No,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Null,No,Null,Null,Free,vATbGMxLd9cZ3VY_GZAIJw
No,Null,Yes,No,Null,Null,Null,Null,Yes,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,qjyOjCHG9lOkZnAa8jIQ1g
No,Null,Yes,No,Null,Null,Null,Null,Yes,Null,,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Quiet,Null,,Null,Street,Null,Yes,Null,Null,Null,Null,pi4FLFEOn9AhNUxiLbBeHg
No,No,Yes,No,Null,Null,Null,Null,Yes,Null,,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,,Yes,,,Null,Yes,Null,Yes,Yes,,Null,Null,,Null,Garage,Null,Yes,Null,Null,Yes,Free,Ed47ZME7NcLTZeIBUYsdog
Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Yes,Null,Null,Yes,Null,0jriM09IvPdCLgr509vbrQ
No,Null,Yes,Null,No,Divey,Casual,Null,No,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,Yes,Null,Null,Yes,No,Null,Null,No,xmeEyBVC5zN-FCX5qZviIQ
Null,Null,Null,Null,No,Null,Casual,Null,Null,Null,,No,Null,Yes,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Null,Null,Yes,No,Null,Null,No,APkr8bzYE0xiePqmAqPzYg
Yes,Null,Yes,Null,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,Lunch,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,Null,Null,Null,No,JXWDWoW4dDGcbaU2BQq8Og
Null,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Quiet,Null,,No,Null,Null,Yes,No,Yes,Null,No,l4qomOr-2ZDOjWXSZXpzZg
No,Null,Yes,Null,No,Casual,Casual,Null,No,Null,,Yes,Null,Yes,Null,Null,Null,Null,Null,No,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,4aAf2nAr86lcDHzqWSaYuQ
No,Null,Yes,No,Null,Null,Null,Null,Yes,Null,,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Quiet,Null,,Null,Private Lot,Null,Yes,Null,Null,Null,Null,A0X1baHPgw9IiBRivu0G9g
No,Null,Yes,Yes,Full Bar,Casual,Casual,Null,Yes,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,No,,Null,,,Null,,Yes,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,Yes,Yes,No,Free,M30I1NPl5JuHthxo1IXPGg
Yes,Null,Yes,No,Null,Null,Null,Null,Yes,Null,,Yes,Null,No,No,Null,Null,Null,Null,Null,Null,Yes,Null,,Null,,,Null,,Null,Null,Yes,,Null,Null,,No,Private Lot,Null,Yes,Null,Null,Null,Free,bcJmbFHVAkLFqhJbUTdbyQ
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,No,Null,,No,Null,No,No,Null,Null,"Lunch, Dinner",Null,No,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,UPIYuRaZvknINOd1w8kqRQ
No,No,No,No,Beer & Wine Only,Null,Casual,Null,No,Null,,Yes,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,ifkCEpYaSAUT3WVQNxwvXA
Null,Null,Yes,Null,No,Casual,Casual,Null,Yes,Null,,Null,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,9iNZ2o5jt-zpdMoAOgd7_g
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,Yes,Yes,Yes,Yes,,Average,Null,,Yes,Null,Null,Yes,Yes,Yes,Null,No,qRymrsLmlA34bC8PvNoujg
No,Null,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,Yes,Yes,Yes,Yes,,Average,Null,,Yes,Null,Null,Yes,Yes,Yes,Null,No,qRymrsLmlA34bC8PvNoujg
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,Free,m51uL1LZhKYf2y_yG4NEng
No,Null,Yes,Null,No,Null,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,rx1AEnleVRWMNz6vB-YhfQ
No,Null,Yes,No,No,Casual,Casual,Null,Yes,Null,,Yes,Null,No,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,Yes,Yes,Yes,Yes,Null,Yes,No,Yes,Yes,,Average,Null,,Yes,Private Lot,Null,Yes,No,No,Null,No,mmbXj7CmjGbH-wR3j6cD0w
No,Null,No,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Quiet,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,9V9RlgqqnPFQJfF_e9Lnmw
No,No,Yes,No,Full Bar,Romantic,Casual,Null,Yes,Null,,No,Null,No,Null,Null,Null,Dinner,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Yes,,Average,Null,Yes,Yes,Private Lot,Null,Yes,Yes,Yes,Yes,No,So132GP_uy3XbGs0KNyzyw
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,Null,Null,Null,Null,Null,Ufa7MJ3yDDIMFkYctnhT8Q
Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Yes,Private Lot,Null,Null,Null,Null,Null,Free,IeJWawvw4oAb9EjAP-W5hA
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,7UtqNjjd9D6oU7UcT2nxig
No,Null,Yes,Null,No,Casual,Null,Null,Yes,Null,,Yes,Null,Yes,Null,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Yes,,Average,Null,,No,Null,Null,Yes,No,Null,Null,No,7UtqNjjd9D6oU7UcT2nxig
No,Null,Yes,No,No,Casual,Casual,Null,No,Null,,Yes,Null,No,Null,Null,Yes,"Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,CVECSCW-7zDzjpIPxsew4g
No,Null,Yes,No,No,Casual,Null,Null,Yes,Null,,No,Null,No,Null,Null,Null,"Lunch, Dinner, Dessert",Null,Yes,Yes,Null,Null,,Null,,,Null,,No,Null,Null,,Loud,Null,,No,Garage,Null,Yes,No,Null,Null,No,N0l-6kdgRXEskiGw3ab05A
Null,Null,Yes,Null,Beer & Wine Only,Null,Casual,Null,Null,Null,,Null,Null,No,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,No,Private Lot,Null,Yes,No,Null,Null,Null,q7iF6omNtpaeBXZscLuBxQ
No,No,Yes,No,Beer & Wine Only,Casual,Casual,Null,Yes,Null,,Yes,Null,Yes,No,Null,Null,"Lunch, Dinner",Null,Yes,Yes,Null,Yes,,Null,,,Null,Yes,Yes,Null,Yes,,Average,Null,,No,"Street, Private Lot",Null,Yes,Yes,Null,Null,Free,DzKl51tivGJMLiNsQqf38w
No,No,Yes,Null,Full Bar,Divey,Null,Null,No,Null,,Null,Null,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,Null,,Null,,,Yes,,Yes,Null,Null,DJ,Average,Null,,No,Private Lot,Null,Null,No,Null,Null,Free,5eqm4pyz-egd255X7PB8Xg
No,Null,Yes,Null,Full Bar,Casual,Casual,Null,Yes,Null,,Null,Null,No,Null,Null,Yes,"Breakfast, Lunch, Dinner",Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Loud,Null,,No,Private Lot,Null,Yes,No,Null,Null,No,1M1A-s6BbnzK3eURw01rZQ
No,No,Yes,No,Null,Null,Null,Null,Yes,Null,,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Yes,Yes,,Null,Yes,,Null,Private Lot,Null,Yes,Null,Null,Null,Free,rVi34tu0bITsoxMMT9QhUw
No,Null,Yes,Null,Full Bar,Casual,Null,Null,Yes,Null,,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Yes,,Null,,,No,,No,Null,Null,Live,Very Loud,Null,,No,Street,Null,Null,No,Null,Null,No,zKqWjDZHo-lk7_E3hHkORg
Yes,Null,Yes,Yes,Null,Null,Null,Null,Yes,Null,,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,,Null,,,Null,,Null,Null,Null,,Null,Null,,Null,Private Lot,Null,No,Null,Null,Null,Null,jozzH4XCEM9yQFjLAc3_zA
Null,Null,Yes,Null,No,Casual,Casual,Null,No,Null,,No,Null,Yes,Null,Null,Null,Null,Null,Yes,Yes,Null,Null,,Null,,,Null,,Yes,Null,Null,,Average,Null,,No,Street,Null,Yes,No,Null,Null,No,jgtEoeE2uoA27J_UvbE20g
