RestaurantName,LocationName,CategoryName,Address,City,State,Zip,Violations,CurrentDemerits,InspectionDemerits
KABOB CAFE,KABOB CAFE,Restaurant,4425 E SUNSET Rd,Henderson,Nevada,89014,12,18.0,27.0
CULINARY ACADEMY OF LV EDR,"CULINARY ACADEMY OF LAS VEGAS, THE",Snack Bar,710 W Lake Mead Blvd,North Las Vegas,Nevada,89030-4067,4,0.0,0.0
BUFFALO WILD WINGS RESTAURANT #587,BUFFALO WILD WINGS @ MIRACLE MILE,Restaurant,3663 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,3,6.0,6.0
SAWADDEE THAI RESTAURANT & BAR,SAWADDEE THAI RESTAURANT & BAR,Bar / Tavern,4983 W FLAMINGO Rd A,Las Vegas,Nevada,89103,1,0.0,0.0
ARIA CC LEVEL B PANTRY 5,CITY CENTER HOTELS,Pantry,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,1,3.0,3.0
Quicky's Convenience Center Snack,Quicky's Convenience Center,Snack Bar,4400 N Jones Blvd,Las Vegas,Nevada,89130-2304,23,78.0,36.0
SUSHI TOWN - SMITH'S,SUSHI TOWN - SMITH'S,Snack Bar,10616 S Eastern Ave,Henderson,Nevada,89052-2926,46,54.0,120.0
TAQUERIA EL PASTORCITO,Taqueria El Pastorsito PUSF,Portable Unit,1655 E Charleston Blvd,Las Vegas,Nevada,89104-1825,25,88.0,74.0
LEMONGRASS AND LIME,LEMONGRASS AND LIME,Restaurant,8431 FARM Rd 130,Las Vegas,Nevada,89131,3,9.0,9.0
JADE RESTAURANT - MAIN KITCHEN,"JADE RESTAURANT, THE",Restaurant,5300 Spring Mountain Rd 107,Las Vegas,Nevada,89146-8718,110,323.0,237.0
7-Eleven #20593 - Deli,7-Eleven Food Store #20593,Snack Bar,900 Utah St,Boulder City,Nevada,89005-3035,29,0.0,79.0
Burger King #2701,Burger King #2701,Restaurant,3401 E Tropicana Ave,Las Vegas,Nevada,89121-7333,2,7.0,7.0
RIVIERA CONVENTION CENTER BAR,RIVIERA HOTEL & CASINO,Bar / Tavern,2901 S Las Vegas Blvd,Las Vegas,Nevada,89109-1933,20,36.0,34.0
Office 2 Bar & Lounge,Office 2 Bar & Lounge,Bar / Tavern,953 E Desert Inn Rd,Las Vegas,Nevada,89109-9310,2,10.0,5.0
SMITH & WOLLENSKY PREP KIT FL 3,SMITH & WOLLENSKY,Meat/Poultry/Seafood,3767 S Las Vegas Blvd,Las Vegas,Nevada,89109-4308,19,56.0,35.0
Mimi's Cafe - Cookline,Mimi's Cafe,Meat/Poultry/Seafood,7315 Arroyo Crossing Pkwy,Las Vegas,Nevada,89113-4059,23,21.0,59.0
MGM STUDIO 54 BAR 4,MGM GRAND HOTEL & CASINO,Bar / Tavern,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,2,6.0,4.0
Famous Dave's - Catering,Famous Dave's,Caterer,2630 E Craig Rd,North Las Vegas,Nevada,89030-3399,9,0.0,10.0
Fred's II,Fred's II,Bar / Tavern,4680 S Decatur Blvd,Las Vegas,Nevada,89103-5209,15,30.0,39.0
Mix Zone Cafe,MIX ZONE CAFE,Restaurant,2202 W CHARLESTON,Las Vegas,Nevada,89102,68,120.0,143.0
Aloha a Go Go,Aloha a Go Go,Restaurant,10670 Southern Highlands Pkwy,Las Vegas,Nevada,89141-4108,19,28.0,51.0
Pugs Pub,Pugs Pub,Bar / Tavern,5006 S Maryland Pkwy,Las Vegas,Nevada,89119-1671,16,16.0,35.0
MERCURY LIGHT DELI,Mercury Light,Restaurant,1537 N Boulder Hwy,Henderson,Nevada,89011-4131,18,0.0,32.0
BURGER ENVY - DELETED 5/10/16 MG,BURGER ENVY,Restaurant,9111 LAS VEGAS Blvd,Las Vegas,Nevada,89123,33,21.0,68.0
ST TROPEZ CONVENIENCE MART ICE,ST TROPEZ CONVENIENCE MART,Snack Bar,4501 S Paradise Rd,Las Vegas,Nevada,89169-7110,16,36.0,31.0
Mb Seasonal Event Center Port Bar #4 - Deleted,MANDALAY BAY HOTEL & CASINO,Portable Unit,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,1,0.0,0.0
FIRKIN PUB AND GRILLE BAR,FIRKIN PUB RESTAURANT,Bar / Tavern,4503 S PARADISE Rd A-F,Las Vegas,Nevada,89169,7,12.0,16.0
DESERT FOOD MART - SNACK BAR,DESERT FOOD MART,Snack Bar,6100 W CHARLESTON Blvd,Las Vegas,Nevada,89146,16,24.0,21.0
SHIBBLES.COM,SHIBBLES.COM,Restaurant,1114 S RAINBOW Blvd 1114,Las Vegas,Nevada,89146,2,6.0,6.0
RICE TRAX ASIAN GRILL,RICE TRAX ASIAN GRILL,Restaurant,7745 S RAINBOW,Las Vegas,Nevada,89139,6,9.0,9.0
"LOBSTA TANK, THE",THE LOBSTA TANK,Meat/Poultry/Seafood,2550 E WINDMILL Ln,Henderson,Nevada,89074,3,3.0,3.0
BROTHERS ICE CREAM TRUCK - Deleted 11/14/16  MK,BROTHERS ICE CREAM,Food Trucks / Mobile Vendor,2850 E CHARLESTON Blvd,Las Vegas,Nevada,89104,2,0.0,0.0
"Ronzone, Bertha Elem School New Ki","Ronzone, Bertha Elem School",Elementary School Kitchen,5701 Stacey Ave,Las Vegas,Nevada,89108-3146,20,5.0,25.0
Life Time Poolside Bistro,Life Time Athletic,Restaurant,10721 W Charleston Blvd,Las Vegas,Nevada,89135-1001,21,18.0,40.0
DAIRY QUEEN,DAIRY QUEEN,Restaurant,2335 W DEER SPRINGS,North Las Vegas,Nevada,89084,16,43.0,44.0
Texas Station San Lorenzo / Pasta Cucina,Texas Station Gambling Hall & Hotel,Restaurant,2101 N Texas Star Ln,North Las Vegas,Nevada,89032,15,5.0,33.0
Cold Stone Creamery #874,Cold Stone Creamery #874,Restaurant,6640 N Durango Dr,Las Vegas,Nevada,89149-6680,81,54.0,161.0
Denny's Restaurant #7632,Dennys Restaurant #7632,Restaurant,310 N Nellis Blvd,Las Vegas,Nevada,89110-5336,49,97.0,95.0
Dunkin' Donuts,FIRST CUP LV SILVERADO RANCH BLVD & BERMUDA RD LLC,Restaurant,409 E Silverado Ranch,Las Vegas,Nevada,89183,49,116.0,124.0
Century Theaters - Snack Bar,Century Theaters @ ORLEANS CASINO,Restaurant,4500 W Tropicana Ave,Las Vegas,Nevada,89103-5420,24,73.0,41.0
U Swirl Yogurt,U Swirl Yogurt (FLAMINGO),Restaurant,9360 W Flamingo Rd,Las Vegas,Nevada,89147-6426,41,96.0,86.0
BALLYS CASINO BAR,BALLY'S GRAND HOTEL,Bar / Tavern,3645 S Las Vegas Blvd,Las Vegas,Nevada,89114,55,48.0,125.0
REBEL #39 - SNACK BAR,REBEL #39,Restaurant,3191 N Nellis Blvd,Las Vegas,Nevada,89115-3453,28,81.0,49.0
Starwine Marche Bacchus Restaurant,Marche Bacchus,Restaurant,2620 Regatta Dr,Las Vegas,Nevada,89128-6891,67,48.0,177.0
BLACKOUT RESTAURANT,BLACK OUT RESTAURANT,Restaurant,3871 S VALLEY VIEW,Las Vegas,Nevada,89103,3,9.0,9.0
MGM ROOM SERVICE MAIN KITCHEN,MGM GRAND HOTEL & CASINO,Special Kitchen,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,31,3.0,69.0
CHIMERA GOLF CLUB RESTAURANT,CHIMERA GOLF CLUB,Restaurant,901 OLIVIA Pkwy,Henderson,Nevada,89011,43,56.0,69.0
COLORADO BELLE CHILL BAR (OUTSIDE),Colorado Belle Hotel & Casino,Bar / Tavern,2100 S Casino Dr,Laughlin,Nevada,89029,10,20.0,16.0
"Stuckey, Evelyn Elem School Kitchen","Stuckey, Evelyn Elementary School",Elementary School Kitchen,4905 Chartan Ave,Las Vegas,Nevada,89141-3969,17,0.0,0.0
It'sugar,It'sugar - Town Center,Confection,6587 Las Vegas Blvd,Las Vegas,Nevada,89119-3233,11,54.0,23.0
Tacos Los Toritos,Tacos Los Toritos,Restaurant,861 N Nellis Blvd 8,Las Vegas,Nevada,89110,64,263.0,129.0
Panda Express #1311,Panda Express,Restaurant,195 N Stephanie St,Henderson,Nevada,89074-8829,19,56.0,42.0
Las Vegas High School Wildcat Lair,Las Vegas High School,Snack Bar,6500 E Sahara Ave,Las Vegas,Nevada,89142-2800,19,65.0,50.0
JIMMY JOHNS,JIMMY JOHNS,Restaurant,10870 W CHARLESTON 180,Las Vegas,Nevada,89135,15,33.0,23.0
See's Candies,SEE'S CANDIES @ GALLERIA MALL,Confection,1300 W Sunset Rd,Henderson,Nevada,89014-6620,1,0.0,0.0
Teriyaki Madness,Teriyaki Madness,Restaurant,725 W Craig Rd,North Las Vegas,Nevada,89032-6199,79,162.0,280.0
JW Marriott Buffet - Chinese,JW Marriott/RAMPART Hotel & Casino,Buffet,221 N Rampart Blvd,Las Vegas,Nevada,89145-5722,24,0.0,44.0
Lodge at Fort Apache Restaurant,Lodge @ Fort Apache,Restaurant,5790 S Fort Apache Rd,Las Vegas,Nevada,89148-5505,46,10.0,85.0
7 PLUS WATER & ALKALINE,7 PLUS WATER & ALKALINE,Concessions,4568 E TROPICANA,Las Vegas,Nevada,89121,5,12.0,12.0
HOT N FRESH CINNAMON ROLLS,INDOOR SWAPMEET - HOT N FRESH CINNAMON ROLLS,Snack Bar,1717 S DECATUR J-36,Las Vegas,Nevada,89102,19,21.0,36.0
SPORTING LIFE BAR - BAR,SPORTING LIFE BAR,Bar / Tavern,7770 S JONES Blvd,Las Vegas,Nevada,89139,8,12.0,12.0
MON AMI GABI BAR #2,MON AMI GABI @ PARIS,Bar / Tavern,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,1,3.0,3.0
PURE INDIAN CUISINE RESTAURANT,PURE INDIAN CUISINE,Restaurant,1405 E SUNSET,Las Vegas,Nevada,89119,13,27.0,24.0
EL CANELO RESTAURANT - MARISCOS SINALOA,EL CANELO RESTAURANT - MARISCOS SINALOA,Restaurant,23 N MOJAVE D,Las Vegas,Nevada,89101,39,6.0,87.0
"SPLASH PAD, THE","SPLASH PAD, THE",Portable Unit,272 MESQUITE,Mesquite,Nevada,89027,55,60.0,106.0
Carrabba's Italian Grill,Carrabba's Italian Grill,Restaurant,8771 W Charleston Blvd,Las Vegas,Nevada,89117-5453,36,27.0,84.0
RED ROCK GRAND CAFE BASEMENT KITCHEN,RED ROCK CASINO RESORT & SPA,Special Kitchen,11011 W Charleston Blvd,Las Vegas,Nevada,89135-1402,22,41.0,37.0
TROPICANA ATRIUM SERVICE BAR,TROPICANA LAS VEGAS HOTEL & CASINO,Bar / Tavern,3801 S Las Vegas Blvd,Las Vegas,Nevada,89109-4325,24,43.0,55.0
Pizza Hut #026602,Pizza Hut,Restaurant,6370 W Flamingo Rd,Las Vegas,Nevada,89103-2273,43,39.0,77.0
Showroom Bar,Orleans Hotel and Casino,Bar / Tavern,4500 W Tropicana Ave,Las Vegas,Nevada,89103-5420,2,0.0,0.0
REBEL #56 - SNACK BAR,Rebel Convenience Store #56,Snack Bar,4220 E Sahara Ave,Las Vegas,Nevada,89104-6302,20,51.0,51.0
McDonald's #28778,McDonalds #28778,Restaurant,1807 W Craig Rd,North Las Vegas,Nevada,89032-0217,23,78.0,56.0
MGM VIP LOUNGE BUFFET,MGM GRAND HOTEL & CASINO,Buffet,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,6,9.0,16.0
Farm Fresh Foods,Farm Fresh Foods Inc,Special Kitchen,3840 Civic Center Dr B,North Las Vegas,Nevada,89030-7534,10,24.0,10.0
Taco Bell #31917,Taco Bell #31917,Restaurant,6540 E Lake Mead Blvd,Las Vegas,Nevada,89156-0139,2,0.0,3.0
Chilli Kingdom,Chilli Kingdom,Restaurant,3460 ARVILLE 7-10,Las Vegas,Nevada,89102,35,61.0,73.0
SINCITY THAI RESTAURANT,SINCITY THAI RESTAURANT,Restaurant,4850 W Sunset Rd 115,Las Vegas,Nevada,89118-4350,95,128.0,188.0
Lucille's - Prep Kitchen Dry Storage,Lucille's,Special Kitchen,2245 Village Walk Dr,Henderson,Nevada,89052-5676,47,0.0,89.0
CARDENAS - RESTAURANT,CARDENAS,Restaurant,4700 MEADOWS Ln,Las Vegas,Nevada,89104,94,3.0,243.0
DIVINE CAFE - KITCHEN,DIVINE EVENTS & DIVINE CAFE,Special Kitchen,317 S VALLEY VIEW Blvd,Las Vegas,Nevada,89107,22,72.0,51.0
Pho 87,Pho 87,Restaurant,3620 S Jones Blvd,Las Vegas,Nevada,89103-1104,79,302.0,163.0
MB CC LEVEL 2 SNACK BAR 8,MANDALAY BAY HOTEL & CASINO,Concessions,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,16,0.0,26.0
MCCARRAN STARBUCKS T1 BAG CLAIM,McCarran Host International,Restaurant,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,12,11.0,23.0
ARIA ROOM SERVICE SVC BAR,ARIA HOTEL & CASINO,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,14,43.0,24.0
ART BUS COFFEE LLC MOBILE,ART BUS COFFEE LLC MOBILE,Food Trucks / Mobile Vendor,4181 PIONEER Ave,Las Vegas,Nevada,89127,2,0.0,0.0
DESIGN AND DINE,DESIGN & DINE,Restaurant,7250 S DURANGO Dr 120,Las Vegas,Nevada,89148,15,36.0,37.0
SEAFOOD CITY SUPERMARKET MEAT,SEAFOOD CITY SUPERMARKET,Meat/Poultry/Seafood,10405 S EASTERN,Henderson,Nevada,89052,3,9.0,9.0
Jokers Wild Court Cafe Kitchen,Jokers Wild Casino,Special Kitchen,920 N Boulder Hwy,Henderson,Nevada,89011-5320,27,3.0,69.0
PARK ON FREMONT RESTAURANT,PARK ON FREMONT,Restaurant,506 FREMONT St,Las Vegas,Nevada,89101,18,25.0,35.0
CITY MARKET & LIQUOR SNACK BAR,CITY MARKET & LIQUOR,Snack Bar,515 E Oakey Blvd,Las Vegas,Nevada,89104-1402,1,0.0,0.0
MGM SOUTH TOWER SERVICE BAR,MGM GRAND HOTEL & CASINO,Bar / Tavern,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,23,32.0,28.0
PH AXIS THEATER BAR B & SUPPORT ROOM,PLANET HOLLYWOOD RESORT AND CASINO,Bar / Tavern,3667 S Las Vegas Blvd,Las Vegas,Nevada,89109-4331,11,30.0,14.0
CARTEL TAKOS,CARTEL TAKOS @ FASHION SHOW,Restaurant,3200 S LAS VEGAS 3120,Las Vegas,Nevada,89109,4,9.0,11.0
MAD FLIPPIN CHICKEN @ VIDA KITCHENS,MAD FLIPPIN CHICKEN @ VIDA KITCHEN,Restaurant,1370 W CHEYENNE,Las Vegas,Nevada,89030,1,0.0,0.0
Panda Express #1426,Panda Express,Restaurant,2001 E Cheyenne Ave,North Las Vegas,Nevada,89030-8408,29,39.0,47.0
CARIBBEAN FOOD N VEGAS,CARIBBEAN FOOD N VEGAS,Food Trucks / Mobile Vendor,640 N EASTERN Ave,Las Vegas,Nevada,89101,2,5.0,5.0
Rachel's Kitchen,RACHEL'S KITCHEN,Restaurant,3330 S HUALAPAI,Las Vegas,Nevada,89117,79,84.0,137.0
OUTBACK STEAKHOUSE RESTAURANT,OUTBACK STEAKHOUSE #3218 @ CASINO ROYALE,Restaurant,3411 S Las Vegas Blvd,Las Vegas,Nevada,89109-8955,48,106.0,88.0
MANDARIN WAREWASH LEVEL 3,MANDARIN ORIENTAL,Special Kitchen,3752 S Las Vegas Blvd,Las Vegas,Nevada,89109-4382,21,54.0,30.0
PALAZZO TDR DISHWASH AREA,PALAZZO HOTEL & CASINO,Special Kitchen,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,16,0.0,27.0
"Sawyer, Grant MS Kitchen","Sawyer, Grant Jr Hi School",Institutional Food Service,5450 Redwood St,Las Vegas,Nevada,89118-1826,23,0.0,27.0
KOMOL RESTAURANT,KOMOL RESTAURANT COMMERCIAL CENTER,Restaurant,953 E Sahara Ave & 12,Las Vegas,Nevada,89104-3005,99,144.0,236.0
Subway #39404,Subway #39404,Restaurant,6885 Aliante Pkwy 108,North Las Vegas,Nevada,89084,39,15.0,87.0
City Express - Deli,City Express,Restaurant,5680 S Pecos Rd,Las Vegas,Nevada,89120-1960,30,81.0,63.0
RUBIO'S LAS VEGAS PREMIUM OUTLET MALL SOUTH,RUBIO'S LAS VEGAS PREMIUM OUTLET MALL SOUTH,Restaurant,7400 S LAS VEGAS,Las Vegas,Nevada,89123,5,8.0,8.0
ZABA'S MEXICAN GRILL,ZABA'S MEXICAN GRILL,Restaurant,6630 N Durango Dr 110,Las Vegas,Nevada,89149-6678,36,0.0,64.0
Fleming's Prime Steakhouse,Fleming's Prime Steakhouse/Wine Ba,Restaurant,8721 W Charleston Blvd,Las Vegas,Nevada,89117-5453,27,67.0,58.0
LAS TAPATIAS ICE CREAM #5,LAS TAPATIAS ICE CREAM,Food Trucks / Mobile Vendor,2600 JANSEN Ave,Las Vegas,Nevada,89101,4,9.0,9.0
SIDRA MARKET MEAT MARKET,SIDRA MARKET,Meat/Poultry/Seafood,1725 E WARM SPRINGS Rd 10-11,Las Vegas,Nevada,89120,13,15.0,26.0
GREEN DOOR II VIP LOUNGE,GREEN DOOR II COMMERCIAL CENTER,Bar / Tavern,953 E Sahara Ave B27,Las Vegas,Nevada,89104-3005,16,0.0,16.0
Rio Voodoo Restaurant 50th Floor,RIO SUITES HOTEL,Restaurant,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,4,8.0,8.0
TACO BELL CANTINA @ HARMON CENTER,TACO BELL CANTINA @ HARMON CENTER,Restaurant,3717 S LAS VEGAS 140A,Las Vegas,Nevada,89109,7,12.0,12.0
Famous Dave's - Restaurant,Famous Dave's,Restaurant,2630 E Craig Rd,North Las Vegas,Nevada,89030-3399,44,80.0,83.0
THOMAS & MACK #14 BACK COURT GRILL,THOMAS AND MACK CENTER,Snack Bar,4505 MARYLAND Pkwy,Las Vegas,Nevada,89154,5,9.0,9.0
BIBIM KITCHEN,BIBIM KITCHEN,Restaurant,10345 S EASTERN 100,Henderson,Nevada,89052,12,25.0,25.0
ARIA JEAN GEORGES SERVICE BAR,CITY CENTER HOTELS,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,1,3.0,3.0
Smoothie King,SMOOTHIE KING,Restaurant,8000 W Sahara 190,Las Vegas,Nevada,89117,20,69.0,37.0
Panda Express #440,Panda Express @ BUFFALO BILLS,Restaurant,31700 Las Vegas Blvd,Primm,Nevada,89019-7000,24,33.0,45.0
COMMON GROUNDS COFFEE HOUSE,COMMON GROUNDS COFFEE HOUSE,Restaurant,2975 S RAINBOW 2,Las Vegas,Nevada,89146,25,51.0,48.0
BRAUD'S FUNNEL CAKE CAFE,BRAUD'S FUNNEL CAKE CAFE,Snack Bar,6649 S LAS VEGAS E105,Las Vegas,Nevada,89119,2,3.0,3.0
Blue Martini - Restaurant,Blue Martini,Restaurant,6593 Las Vegas Blvd S,Las Vegas,Nevada,89119-3214,58,112.0,112.0
COOL TEA,COOL TEA,Snack Bar,1181 S BUFFALO 150,Las Vegas,Nevada,89117,14,6.0,29.0
MARKATO ETHIOPIAN RESTAURANT,MARKATO ETHOPIAN RESTAURANT,Restaurant,4970 S ARVILLE 104,Las Vegas,Nevada,89118,28,30.0,79.0
TIME-OUT BAR,TIME-OUT SPORTS BAR & GRILL,Bar / Tavern,6138 W CHARLESTON,Las Vegas,Nevada,89107,17,0.0,19.0
BRASA ROJA SPECIAL KITCHEN,BRASA ROJA RESTAURANT,Special Kitchen,953 E SAHARA E29,Las Vegas,Nevada,89104,3,9.0,9.0
Angelina's Pizzeria,"George D Group, LLC",Restaurant,5821 E Charleston Blvd,Las Vegas,Nevada,89142,107,152.0,251.0
MIRAGE ROBATA GRILL_HOT LINE / PANTRY,MIRAGE HOTEL & CASINO,Restaurant,3400 S Las Vegas Blvd,Las Vegas,Nevada,89109-8923,34,64.0,93.0
Kentucky Fried Chicken #527019,Kentucky Fried Chicken #X527019,Restaurant,2490 E Desert Inn Rd,Las Vegas,Nevada,89121-3617,16,20.0,40.0
"Mannion, Jack / Terry M.S. - Pizza","Mannion, Jack/Terry Middle School",Snack Bar,155 E Paradise Hills Dr,Henderson,Nevada,89002-3376,3,0.0,3.0
7-ELEVEN #18113 SNACK BAR,7-ELEVEN FOOD STORE #18113,Snack Bar,998 Sierra Vista Dr,Las Vegas,Nevada,89169-9389,28,66.0,75.0
Ocha Cuisine Restaurant,Holiday House Motel - Ocha Cuisine,Restaurant,2211 S Las Vegas Blvd A,Las Vegas,Nevada,89104-2517,22,21.0,53.0
NY NY SEASONAL SPORTSBOOK BAR  DELETED,NEW YORK NEW YORK HOTEL & CASINO,Portable Unit,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,3,2.0,3.0
El Camaron Pelado,El Camaron Pelado,Restaurant,2632 E Lake Mead Blvd,North Las Vegas,Nevada,89030-6467,20,18.0,32.0
Sonic Drive - In - DELETED,Walmart - Sonic Drive-In,Restaurant,6464 N Decatur Blvd,North Las Vegas,Nevada,89084,54,90.0,114.0
Minerva Ice Cream #4,Minerva Ice Cream,Food Trucks / Mobile Vendor,2850 E Charleston Blvd,Las Vegas,Nevada,89104-2307,2,0.0,0.0
Las Vegas Club Main Kitchen,Las Vegas Club Hotel,Special Kitchen,18 Fremont St,Las Vegas,Nevada,89101-5678,1,1.0,1.0
Jesus Ice Cream,Jesus Ice Cream,Food Trucks / Mobile Vendor,4498 Via Torino,Las Vegas,Nevada,89103-2651,4,0.0,0.0
ECHELON SENIOR LIVING - CATERING,"ECHELON SENIOR LIVING, THE",Caterer,4330 S Eastern Ave,Las Vegas,Nevada,89119-6017,5,21.0,7.0
BILLS STEAKHOUSE @ BILLS BAR,"CROMWELL LAS VEGAS, THE",Bar / Tavern,3595 S Las Vegas Blvd,Las Vegas,Nevada,89109-8918,5,8.0,7.0
Family Ice Cream,FAMILY ICE CREAM TRUCK,Food Trucks / Mobile Vendor,439 ROCK QUARRY Way,Las Vegas,Nevada,89032,3,8.0,5.0
Antojos DF Bar,Antojos DF,Bar / Tavern,3430 E Tropicana Ave,Las Vegas,Nevada,89121-7335,2,5.0,5.0
TI KHOTAN BAR 2   DELETED,TREASURE ISLAND HOTEL & CASINO,Bar / Tavern,3300 S Las Vegas Blvd,Las Vegas,Nevada,89109-8916,2,8.0,8.0
SOCIAL HOUSE RESTAURANT,SOCIAL HOUSE @ CRYSTALS,Restaurant,3720 S Las Vegas Blvd,Las Vegas,Nevada,89158-1644,18,36.0,57.0
Eureka Casino On / Off Site Portable,EUREKA CASINO HOTEL,Portable Unit,275 MESA,Mesquite,Nevada,89027,5,0.0,0.0
CAESARS SEASONAL SPIEGELWORLD #2 DELETED 10/21/11-6/21/12,CAESARS PALACE HOTEL & CASINO,Portable Unit,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,1,3.0,3.0
TAHITI JOE'S LAZY RIVER MAIN BAR SEASONAL (4/13/12 - 12/13/12),Tahiti Joe's,Portable Unit,7200 Las Vegas Blvd,Las Vegas,Nevada,89119-4020,3,9.0,9.0
Healthy Kids LV,Healthy Kids LV,Caterer,1165 Sandy Ridge,Henderson,Nevada,89052,20,15.0,42.0
RENDEZVOUS,RENDEZVOUS,Restaurant,2341 N RAINBOW Blvd,Las Vegas,Nevada,89108,4,12.0,7.0
JANNAT INDIAN CUISINE SERVICE BAR,JANNAT INDIAN CUISINE,Bar / Tavern,5795 W TROPICANA,Las Vegas,Nevada,89103,8,12.0,15.0
"HOT POTATO, THE PORTABLE UNIT","HOT POTATO, THE PORTABLE UNIT",Portable Unit,329 N LAS VEGAS,Las Vegas,Nevada,89101,3,8.0,8.0
BACON BOYS MOBILE,BACON BOYS MOBILE,Food Trucks / Mobile Vendor,3850 E DESERT INN Rd,Las Vegas,Nevada,89121,4,6.0,9.0
TITO'S ICE CREAM TRUCK,TITO'S ICE CREAM TRUCK,Food Trucks / Mobile Vendor,2850 E CHARLESTON Blvd,Las Vegas,Nevada,89104,2,0.0,0.0
MALAGO SMOOTHIE,MALAGO SMOOTHIE,Restaurant,1717 S DECATUR,Las Vegas,Nevada,89102,2,8.0,8.0
T.I.G. BBQ - PUSF BBQ,T.I.G. BBQ,Barbeque,1122 S MARYLAND,Las Vegas,Nevada,89104,1,0.0,0.0
"Williams, Tom Elem School Kitchen","Williams, Tom Elementary School",Elementary School Kitchen,3000 E Tonopah Ave,North Las Vegas,Nevada,89030-7357,19,0.0,19.0
SANTA FE CABO CANTINA PREP KITCHEN,Santa Fe Station Hotel & Casino,Special Kitchen,4949 N Rancho Dr,Las Vegas,Nevada,89130-3505,17,34.0,40.0
OFFICE BAR,OFFICE BAR,Bar / Tavern,4608 S Paradise Rd,Las Vegas,Nevada,89169-7194,68,84.0,143.0
Jack in the Box,JACK IN THE BOX,Restaurant,330 SANDHILL,Mesquite,Nevada,89027,4,8.0,8.0
Clark County Detention Center Employee Dining Room,Clark County Detention Center,Restaurant,4900 N Sloan Ln,Las Vegas,Nevada,89115-1906,41,60.0,91.0
RIO PURPLE ZEBRA,RIO SUITES HOTEL,Bar / Tavern,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,4,9.0,9.0
BELLAGIO NOODLES FOH / HOT LINE,BELLAGIO HOTEL & CASINO,Restaurant,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,20,54.0,48.0
Cclc - the Venetian Child Kitchen,Venetian - Cclc,Childcare Kitchens,3355 Las Vegas Blvd,Las Vegas,Nevada,89109-8941,10,51.0,17.0
JOEY'S PIZZA,JOEY'S PIZZA,Restaurant,2333 N JONES,Las Vegas,Nevada,89108,33,73.0,67.0
ENCORE BEACH CLUB SERVICE BAR 14,ENCORE HOTEL & CASINO,Bar / Tavern,3121 S Las Vegas Blvd,Las Vegas,Nevada,89109-1967,9,0.0,5.0
WAHLBURGERS BAR KIOSK @ BALLYS GRAND BAZAAR,WAHLBURGERS @ BALLYS GRAND BAZAAR,Bar / Tavern,3635 S Las Vegas Blvd,Las Vegas,Nevada,89109,8,15.0,15.0
KUSINA NI LORRAINE I,KUSINA NI LORRAINE I,Restaurant,3507 S Maryland Pkwy 1,Las Vegas,Nevada,89169-3078,86,8.0,205.0
Ogden Mart Deli,Ogden Mart,Restaurant,823 E Ogden Ave,Las Vegas,Nevada,89101-4232,46,115.0,142.0
W LIVING ROOM BAR,SLS LAS VEGAS,Bar / Tavern,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,6,11.0,16.0
Goodsprings Elem - Warm / Hold Kitchen,Goodsprings Elementary School,Elementary School Kitchen,SAN PEDRO Ave,Goodsprings,Nevada,89019,17,0.0,8.0
Settebello - Bar,Settebello,Bar / Tavern,140 S Green Valley Pkwy #102,Henderson,Nevada,89012-3138,17,21.0,29.0
CARLITO'S BURRITOS,CARLITO'S BURRITOS,Restaurant,4300 E SUNSET Rd A5,Henderson,Nevada,89014,16,27.0,24.0
CAFE RIO MARYLAND,Cafe Rio,Restaurant,4680 S Maryland Pkwy,Las Vegas,Nevada,89119-6305,51,96.0,116.0
WYNN SW STEAKHOUSE WAREWASH,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,8,0.0,8.0
Lakes Lounge Kitchen,Lakes Lounge,Restaurant,2920 Lake East Dr,Las Vegas,Nevada,89117-2203,32,42.0,59.0
SATAY RESTAURANT,SATAY,Restaurant,3900 S Paradise Rd N,Las Vegas,Nevada,89169-0931,78,36.0,173.0
BOMAN 3RD FLOOR BAR,SMITH PERFORMING CENTER- BOMAN,Bar / Tavern,361 SYMPHONY PARK Ave,Las Vegas,Nevada,89106,10,20.0,16.0
