RestaurantName,LocationName,CategoryName,Address_x,City_x,State_x,Zip,Violations,CurrentDemerits,InspectionDemerits,CurrentScore,InspectionScore,CurrentGrade,InspectionGrade,BusinessId,Neighborhood,Address_y,City_y,State_y,Stars,ReviewCount,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi
El Steak Burrito,El Steak Burrito,Restaurant,4590 Spring Mountain Rd,Las Vegas,Nevada,89102.0,85,70.0,194.0,95.0,90.29411764705885,A,A,fIaDNl_mv6Oz3Ro4sil_Qw,Chinatown,4590 Spring Mountain Rd,Las Vegas,NV,4.5,34,Null,Null,0.0,0.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
Cellar Lounge,Cellar Lounge,Bar / Tavern,3601 W Sahara Ave,Las Vegas,Nevada,89102.0,11,15.0,33.0,95.0,95.0,A,A,iCovpfQtG99MSHEqXew70w,Westside,3601 W Sahara Ave,Las Vegas,NV,4.0,33,Null,Null,2.0,1.0,Null,Null,3.0,Null,Null,1.0,1.0,Null,Null,0.0,Null,Null,0.0,Null,1.0,0.0,Null,Null,1.0,1.0,1.0,2.0,Null,1.0,Null,Null,Null,1.0,1,Null,Null,Null,1.0,Null,Null
Nicolo's Cucina Italiana,Nicolo's Cucnia Italiana,Restaurant,10670 Southern Highlands Pkwy,Las Vegas,Nevada,89141.0,1,8.0,8.0,95.0,95.0,A,A,cJMgxJ_GDg0a1KEkXPVaug,Southwest,"10690 Southern Highlands Pkwy, Ste 104",Las Vegas,NV,3.0,9,Null,Null,Null,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,1.0,2,1.0,1.0,Null,Null,Null,0.0
Papa Geo's,Papa Geo's,Restaurant,5597 S Rainbow Blvd,Las Vegas,Nevada,89118.0,4,18.0,15.0,95.0,95.0,A,A,FclR3tCyp3wPCZoxHXn_jQ,Spring Valley,"5597 S Rainbow Blvd, Ste 110",Las Vegas,NV,4.0,21,Null,Null,0.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,1.0,0.0,1.0,Null,1.0,1.0
New York Chinese Restaurant,New York Chinese Restaurant - W. Lake Mead,Restaurant,9430 W Lake Mead Blvd,Las Vegas,Nevada,89134.0,117,6.0,255.0,95.0,90.83333333333331,A,A,qsdHK1eQtXmAJNdVJxiC3w,Summerlin,"9430 W Lake Mead Blvd, Ste 1",Las Vegas,NV,3.0,142,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,0.0,1,0.0,1.0,1.0,Null,1.0,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,1380 W Cheyenne Ave,North Las Vegas,Nevada,89030.0,91,216.0,226.0,95.0,88.70370370370371,A,B,dNjgjAoJSJsvgc5g6nQnnw,,"1380 W Cheyenne Ave, Ste 103",Las Vegas,NV,3.5,56,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4690 W Cactus Ave 120,Las Vegas,Nevada,89141.0,34,0.0,80.0,95.0,93.46153846153848,A,A,uiHyP1uOAzOPkOmnWhnW0A,Southwest,4690 W Cactus Ave,Las Vegas,NV,3.0,109,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,4.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Dyer's Gourmet Popcorn,Dyer's Gourmet Popcorn,Restaurant,4075 S Durango Dr 105-A,Las Vegas,Nevada,89147.0,13,40.0,32.0,95.0,95.0,A,A,Pe6MFhOa69NZIKHHjlQiNw,Spring Valley,4075 S Durango Dr,Las Vegas,NV,4.5,26,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,1.0,Null
Lefty's Pizza,Richard Caruso,Restaurant,780 E Pyle Ave,Las Vegas,Nevada,89183.0,93,0.0,223.0,95.0,91.66666666666669,A,A,CR2DMfg3uP02PKT_fuygIw,Southeast,780 E Pyle Ave,Las Vegas,NV,3.5,141,Null,Null,0.0,2.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,0.0,1,0.0,0.0,1.0,Null,Null,0.0
El Gran Taco,EL GRAN TACO,Restaurant,4924 E TROPICANA,Las Vegas,Nevada,89121.0,76,0.0,153.0,95.0,85.0,A,B,V6u7__4jbEDOgWR8K6qUSw,Eastside,4924 E Tropicana Ave,Las Vegas,NV,3.5,8,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Sultan's Grill,Sultan's Grill,Restaurant,1910 Village Center Cir 7,Las Vegas,Nevada,89134.0,48,122.0,93.0,95.0,91.42857142857143,A,A,gBQH64vIkA-kIDFGM290dw,Summerlin,"1910 Village Center Cir, Ste 7",Las Vegas,NV,3.5,134,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Five Star Tavern,Five Star Tavern,Bar / Tavern,1905 N Decatur Blvd,Las Vegas,Nevada,89108.0,17,66.0,35.0,95.0,91.36363636363636,A,A,IBSePQdC8MwoWdMmoyegnw,,2425 N Rainbow Blvd,Las Vegas,NV,3.0,27,Null,Null,2.0,1.0,Null,Null,0.0,0.0,Null,1.0,3.0,Null,Null,0.0,Null,Null,0.0,Null,0.0,Null,Null,Null,1.0,1.0,0.0,1.0,Null,0.0,Null,Null,Null,1.0,2,0.0,Null,Null,1.0,1.0,Null
Five Star Tavern,Five Star Tavern,Bar / Tavern,1905 N Decatur Blvd,Las Vegas,Nevada,89108.0,17,66.0,35.0,95.0,91.36363636363636,A,A,cHAhW7XJ2no_qzc46HpohQ,,1905 N Decatur Blvd,Las Vegas,NV,3.0,7,Null,Null,2.0,0.0,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,Null,0.0,Null,Null,0.0,Null,Null,1.0,1.0,Null,Null,Null,0.0,0.0,Null,0.0,1.0,2,1.0,0.0,1.0,1.0,1.0,1.0
Club Car Lounge,Club Car Lounge,Bar / Tavern,3685 S Rainbow Blvd,Las Vegas,Nevada,89103.0,11,40.0,28.0,95.0,95.0,A,A,Lizf_tbfqlXJAlP8GP29QA,Chinatown,3685 S Rainbow Blvd,Las Vegas,NV,3.0,4,Null,Null,Null,Null,Null,Null,3.0,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null
Dunkin' Donuts,DUNKIN DONUTS,Restaurant,6295 S Rainbow Blvd,Las Vegas,Nevada,89118.0,50,85.0,82.0,95.0,85.45454545454545,A,B,yRk8ezAFV59HDHsuHiiU6Q,Spring Valley,6295 S Rainbow Blvd,Las Vegas,NV,3.0,98,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,1.0
Surang's Thai Kitchen,Surang's Thai Kitchen,Restaurant,5455 S Fort Apache Rd 105,Las Vegas,Nevada,89148.0,63,53.0,163.0,95.0,88.75,A,B,nMaIIKEAW2cTEWbEyeFyXQ,Spring Valley,"5455 S Fort Apache Rd, Ste 105",Las Vegas,NV,4.5,384,Null,Null,1.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
Pepe's Pizza,Pepe's Pizza,Restaurant,9620 Las Vegas Blvd,Las Vegas,Nevada,89123.0,7,12.0,14.0,95.0,95.0,A,A,QnTFXSKoKgwVNwkl1ANTwA,Southeast,9620 Las Vegas Blvd S,Las Vegas,NV,4.0,4,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,1,Null,Null,1.0,Null,Null,Null
Teriwoki,Teriwoki,Restaurant,9500 S Eastern Ave,Las Vegas,Nevada,89123.0,4,7.0,7.0,95.0,95.0,A,A,X3s0BN02lS6EigSnJaSyDw,,"9500 S Eastern Ave, Ste 150",Las Vegas,NV,3.5,4,Null,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,0.0,1.0,1,Null,0.0,1.0,Null,1.0,Null
Levy's Bagels & Deli,Levy's Bagels & Deli,Restaurant,7875 W Sahara Ave -S102,Las Vegas,Nevada,89117.0,7,30.0,19.0,95.0,95.0,A,A,E8JxHzlUrwio8gxV9k8a9Q,Westside,7875 W Sahara,Las Vegas,NV,3.5,41,Null,Null,0.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
Dairy Queen,Dairy Queen,Restaurant,3154 W Sahara,Las Vegas,Nevada,89102.0,79,102.0,173.0,95.0,91.875,A,A,WHdmQ-zPYYTJUqaUOfNpkQ,Westside,3154 W Sahara Ave,Las Vegas,NV,2.0,48,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,0.0,Null,Null,Null,0.0,1.0,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Naked City Pizza Shop,Naked City Pizza,Restaurant,3240 Arville St,Las Vegas,Nevada,89102.0,51,102.0,109.0,95.0,92.69230769230771,A,A,P8uECqGqXWTwEndkh-6bQw,Westside,3240 S Arville St,Las Vegas,NV,4.0,553,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,0.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,1.0,1.0
Arandas Taqueria,Arandas Taqueria,Restaurant,2040 N Nellis Blvd,Las Vegas,Nevada,89115.0,129,54.0,279.0,95.0,88.5,A,B,7NvIgf7XW55OKa5ZU7gw8Q,Sunrise,2040 N Nellis Blvd,Las Vegas,NV,4.0,25,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Wienerschnitzel,Wienerschnitzel,Restaurant,1760 S Rainbow Blvd,Las Vegas,Nevada,89146.0,54,36.0,101.0,95.0,92.5,A,A,BeAr85oCQpeaWFJjLhRPWg,Westside,6111 W Sahara Ave,Las Vegas,NV,4.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
China Pantry,China Pantry @ PREMIUM OUTLET,Restaurant,755 S Grand Central Pkwy,Las Vegas,Nevada,89106.0,37,0.0,113.0,95.0,89.0,A,B,wD7Qg9eounsAtUZjlMZOuA,Downtown,755 S Grand Central Pkwy,Las Vegas,NV,2.0,8,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,1.0,Null,Null,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,Null
Vegas Bakery,Vegas Bakery,Kitchen Bakery,2067 N Jones,Las Vegas,Nevada,89108.0,9,24.0,20.0,95.0,95.0,A,A,FiKSIDLW3rgxmOkEFYpiEw,,"2041 N Jones Blvd, Ste 108",Las Vegas,NV,3.5,57,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1,Null,Null,1.0,Null,1.0,Null
Courtyard Cafe,Orleans Hotel and Casino,Restaurant,4500 W Tropicana Ave,Las Vegas,Nevada,89103.0,35,78.0,80.0,95.0,84.5,A,B,2Y0-nrSZNsLRStyupZgM7g,,4500 W Tropicana Ave,Las Vegas,NV,3.0,136,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,1.0
Brooklyn Billy's,Brooklyn Billys,Restaurant,6620 W Flamingo Rd,Las Vegas,Nevada,89103.0,3,16.0,14.0,95.0,95.0,A,A,3rDzxvhe5CFzeWjvLj92pw,,6620 W Flamingo Rd,Las Vegas,NV,4.0,16,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,Null
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4845 S Fort Apache Rd C,Las Vegas,Nevada,89147.0,36,69.0,76.0,95.0,93.46153846153848,A,A,kwLlQn95rqiqvmM4Yc2hIg,Spring Valley,4845 S Fort Apache,Las Vegas,NV,3.5,143,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,4845 S Fort Apache Rd C,Las Vegas,Nevada,89147.0,36,69.0,76.0,95.0,93.46153846153848,A,A,mibbKeg4gbD9O58TCjDWgQ,Westside,"3399 S Durango Dr, Ste 102",Las Vegas,NV,2.5,64,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,5.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
IHOP,International House of Pancakes,Restaurant,5970 Centennial Center Blvd,Las Vegas,Nevada,89149.0,96,12.0,194.0,95.0,88.80952380952381,A,B,Tq032toLj_WQY3e7P3aQ8A,Centennial,5970 Centennial Center Blvd,Las Vegas,NV,3.5,75,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,6.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,Null,0.0
China a Go Go,China a Go Go,Restaurant,505 E Windmill Ln 1D,Las Vegas,Nevada,89123.0,48,88.0,117.0,95.0,90.45454545454544,A,A,QpOAv584eb-ecG4TLEm95g,Southeast,"505 E Windmill Ln, Ste D",Las Vegas,NV,3.5,146,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Cugino's Pizzeria,Mango's,Restaurant,6650 Vegas Dr,Las Vegas,Nevada,89108.0,19,4.0,50.0,95.0,90.0,A,A,ucv_SCACwuW4wEOudO_xyg,,6650 Vegas Dr,Las Vegas,NV,4.5,6,Null,Null,Null,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,0.0,0.0,Null,Null,Null,2,0.0,0.0,1.0,Null,Null,Null
Sweet Tomatoes,Sweet Tomatoes,Restaurant,2080 N Rainbow Blvd,Las Vegas,Nevada,89108.0,33,40.0,55.0,95.0,94.23076923076924,A,A,56Ll9rqG2WxXj4X2pmlkHQ,,2080 N Rainbow Blvd,Las Vegas,NV,3.5,254,Null,Null,0.0,1.0,Null,0.0,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,0.0
Yogis Teriyaki House,Yogis Teriyaki House,Restaurant,4825 S Fort Apache Rd,Las Vegas,Nevada,89147.0,21,80.0,35.0,95.0,76.0,A,C,yU34swtpTS8-SMjeLIEFcQ,Spring Valley,4825 S Fort Apache Rd,Las Vegas,NV,4.0,99,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Verrazano Pizza,Verrazano Pizza,Restaurant,2381 E Windmill Ln,Las Vegas,Nevada,89123.0,38,75.0,93.0,95.0,93.0,A,A,6Na0jTJjX5GQY_ZJ53G02A,Southeast,"2381 E Windmill Ln, Ste 20",Las Vegas,NV,3.5,111,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Long John Silver's,Long John Silver's #31332,Restaurant,3270 N Durango Dr,Las Vegas,Nevada,89129.0,54,39.0,105.0,95.0,93.46153846153848,A,A,zCuFlGmDGFyj3ytMfmnXEw,Northwest,3270 N Durango Dr,Las Vegas,NV,2.0,14,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,Null
Teriyaki Boy Healthy Grill,Teriyaki Boy Healthy Grill,Restaurant,1725 N Rainbow Blvd 170B,Las Vegas,Nevada,89108.0,77,122.0,185.0,95.0,90.55555555555556,A,A,I5TnTKHzJuLA0YLZPGCNwQ,,1725 N Rainbow Blvd,Las Vegas,NV,3.5,113,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Boca Do Brasil,"Boca Do Brasil, LLC",Restaurant,4825 S Fort Apache H,Las Vegas,Nevada,89147.0,28,51.0,68.0,95.0,93.75,A,A,Suy2V5n_w8uzsXTdDdtCnA,Spring Valley,4825 S Fort Apache Rd,Las Vegas,NV,4.0,108,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Cold Stone Creamery,Cold Stone Creamery,Restaurant,9350 W Sahara Ave 140,Las Vegas,Nevada,89117.0,59,105.0,92.0,95.0,92.85714285714286,A,A,yYwTV3c9Q3S1UDdpDhjgTg,Westside,"9350 W Sahara Ave, Ste 140",Las Vegas,NV,3.5,121,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1,Null,Null,1.0,Null,1.0,1.0
Northern China Restaurant,Northern China Restaurant,Restaurant,4850 W Flamingo Rd,Las Vegas,Nevada,89103.0,53,63.0,130.0,95.0,82.14285714285714,A,B,9r6ijZgxDLJFysxIohtTcQ,,4850 W Flamingo Rd,Las Vegas,NV,2.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
Cafelatte,CAFE LATTE,Restaurant,1 S MAIN,Las Vegas,Nevada,89101.0,13,21.0,16.0,95.0,95.0,A,A,zMDYrtWiQjR5odg-6Gf6kQ,,100 N City Pkwy,Las Vegas,NV,3.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,2,Null,Null,Null,Null,Null,Null
Cafelatte,CAFE LATTE,Restaurant,1 S MAIN,Las Vegas,Nevada,89101.0,13,21.0,16.0,95.0,95.0,A,A,Ji35uFlQyOpKjMFNKwp4mw,Downtown,1 S Main St,Las Vegas,NV,4.0,12,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,1,Null,Null,1.0,Null,Null,0.0
Cafelatte,CAFE LATTE - DELETED,Restaurant,1 S MAIN,Las Vegas,Nevada,89101.0,4,9.0,9.0,95.0,95.0,A,A,zMDYrtWiQjR5odg-6Gf6kQ,,100 N City Pkwy,Las Vegas,NV,3.5,3,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,2,Null,Null,Null,Null,Null,Null
Cafelatte,CAFE LATTE - DELETED,Restaurant,1 S MAIN,Las Vegas,Nevada,89101.0,4,9.0,9.0,95.0,95.0,A,A,Ji35uFlQyOpKjMFNKwp4mw,Downtown,1 S Main St,Las Vegas,NV,4.0,12,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,Null,1,Null,Null,1.0,Null,Null,0.0
Wetzel's Pretzels,Wetzel's Pretzels,Snack Bar,6629 Las Vegas Blvd,Las Vegas,Nevada,89119.0,26,78.0,69.0,95.0,92.27272727272728,A,A,Bv7e_e229DfXIEg_Rtf5vg,Southeast,"6605 Las Vegas Blvd, Ste K7",Las Vegas,NV,3.5,12,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Farm Basket,Farm Basket,Restaurant,6148 W Charleston Blvd,Las Vegas,Nevada,89146.0,54,101.0,151.0,95.0,88.52941176470587,A,B,B3omTXI--0eiBC7nCv_WXg,Westside,6148 W Charleston Blvd,Las Vegas,NV,3.5,173,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,0.0,1,0.0,0.0,1.0,Null,1.0,0.0
Chicken Now,Meadows Mall - Chicken Now,Restaurant,4300 Meadows Ln,Las Vegas,Nevada,89107.0,60,0.0,146.0,95.0,90.0,A,A,JTknlKD6bviJZLngdpbydw,Westside,"4300 Meadows Ln, Ste 512",Las Vegas,NV,3.0,9,Null,Null,Null,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,0.0,Null,2.0,Null,0.0,0.0,Null,Null,0.0,1,0.0,0.0,0.0,Null,1.0,0.0
U & Me Cafe,U & Me Cafe,Restaurant,3466 S Decatur Blvd,Las Vegas,Nevada,89102.0,28,12.0,64.0,95.0,87.5,A,B,IRH3mIW2q6J2CR5EoCQ5iA,Chinatown,"3466 S Decatur Blvd, Ste E",Las Vegas,NV,4.0,8,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
Bonanza Lounge,Bonanza Lounge,Bar / Tavern,4301 E Bonanza Rd,Las Vegas,Nevada,89110.0,27,0.0,49.0,95.0,94.28571428571428,A,A,qhQS3KPJs9cya6tcQCEk2A,Sunrise,4301 E Bonanza Rd,Las Vegas,NV,4.0,28,Null,Null,2.0,0.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,Null,1.0,Null,Null,Null,1.0,1.0,0.0,1.0,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,1.0,Null,Null
Thai Cuisine,Thai Cuisine,Restaurant,601 N Nellis Blvd,Las Vegas,Nevada,89110.0,98,148.0,215.0,95.0,91.0,A,A,eRQwgSQD1KyCmJk_PAGOXQ,Sunrise,601 N Nellis Blvd,Las Vegas,NV,4.0,178,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
