RestaurantName,LocationName,CategoryName,Address,City,State,Zip,CurrentGrade
Springstone Childrens Center - Kitchen,Springstone Childrens Center,Childcare Kitchens,7373 Montessouri St,Las Vegas,Nevada,89113-3272,A
Starbucks #10043,Starbucks #10043,Snack Bar,7280 S Rainbow Blvd 100,Las Vegas,Nevada,89118-4628,A
Steak N More,Fashion Outlet of Las Vegas,Restaurant,32100 Las Vegas Blvd,Primm,Nevada,89019-7028,A
T-Bird Restaurant Lounge,T-Bird Restaurant & Lounge,Bar / Tavern,9465 S Eastern Ave,Las Vegas,Nevada,89123-3988,A
TAQUERIA EL SERRANITO,TAQUERIA EL SERRANITO,Restaurant,2560 N LAS VEGAS 8,North Las Vegas,Nevada,89030,A
TAQUERIA LA CASA DEL PASTOR PUSF TRAILER,TAQUERIA LA CASA DEL PASTOR,Portable Unit,1394 N Nellis Blvd,Las Vegas,Nevada,89110,A
TERRIBLE HERBST #235 SNACK BAR,Terrible Herbst #235,Snack Bar,220 W Sunset Rd,Henderson,Nevada,89011-4155,A
TERRIBLE HERBST OIL #378 SNACK BAR,TERRIBLE HERBST OIL #378,Snack Bar,6075 Spring Mountain Rd,Las Vegas,Nevada,89146-8816,A
THE TAVERN - RESTAURANT,THE TAVERN,Restaurant,1113 S RAINBOW Blvd,Las Vegas,Nevada,89146,A
TI SERVICE BAR 2,TREASURE ISLAND HOTEL & CASINO,Bar / Tavern,3300 S Las Vegas Blvd,Las Vegas,Nevada,89109-8916,A
TOSCANO BANQUET KITCHEN,TOSCANO ITALIAN STEAKHOUSE,Special Kitchen,3900 S PARADISE Rd D,Las Vegas,Nevada,89119,A
TRUFFLES N BACON CAFE,TRUFFLES N BACON CAFE,Restaurant,8872 S EASTERN Ave 100,Las Vegas,Nevada,89123,A
TW THEATER LOBBY BAR,TW THEATER,Bar / Tavern,3765 S LAS VEGAS Blvd G,Las Vegas,Nevada,89109,A
Tapatia Ice Cream,Tapatia Ice Cream,Food Trucks / Mobile Vendor,1518 DEERFORD Cir,Las Vegas,Nevada,89110,A
Target Snack Bar T1524,Target,Restaurant,4155 S Grand Canyon Dr,Las Vegas,Nevada,89147-7123,A
Texas Station Whiskey Bar,Texas Station Gambling Hall & Hotel,Bar / Tavern,2101 N Texas Star Ln,North Las Vegas,Nevada,89032,A
VILA ALGARVE SERVICE BAR - DELETED,VILA ALGARVE,Bar / Tavern,6120 W TROPICANA 12,Las Vegas,Nevada,89103,A
WESTGATE MAIN KITCHEN OVENS,WESTGATE HOTEL AND CASINO,Special Kitchen,3000 S Paradise Rd,Las Vegas,Nevada,89109-1287,A
WILDFIRE ANTHEM RESTAURANT,WILDFIRE ANTHEM,Restaurant,2551 Anthem Village Dr E,Henderson,Nevada,89052-5504,A
YOUR STOP DELI,YOUR STOP CONVENIENCE STORE,Snack Bar,820 E Twain Ave 138,Las Vegas,Nevada,89169-4040,A
7-ELEVEN SNACK BAR,7-ELEVEN,Snack Bar,2525 W Deer Springs Way,North Las Vegas,Nevada,89084,A
7-Eleven #18382 - Deli,7-Eleven Food Store #18382 C,Restaurant,1001 E Charleston Blvd,Las Vegas,Nevada,89104-1548,A
7-Eleven #24564 - Deli,7-Eleven Food Store #24564,Snack Bar,5009 E Tropicana Ave,Las Vegas,Nevada,89122-6741,A
AMERICAN MINI MART AND SMOKE - SNACK BAR,AMERICAN MINI MART AND SMOKE,Snack Bar,750 E PYLE 103,Las Vegas,Nevada,89123,A
ARIA BACCARAT LOUNGE BAR,ARIA HOTEL & CASINO,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA BREEZE POOL CAFE SVC BAR,CITY CENTER HOTELS,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARK BEN & JERRYS ICE CREAM - DELETED,LV FESTIVAL FOOD CORP @ NY NY,Snack Bar,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,A
BACON BAR,Bacon Bar,Beer Bar,3520 N Rancho Dr,Las Vegas,Nevada,89130-3120,A
BAILEY RAE'S,BAILEY RAE'S,Restaurant,1830 N MARTIN LUTHER KING,Las Vegas,Nevada,89106,A
BELLAGIO POOL EAST SNACK BAR,BELLAGIO HOTEL & CASINO,Snack Bar,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BELLAGIO VIP EXECUTIVE LOUNGE,BELLAGIO RESORT AND CASINO,Pantry,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BOMAN 1ST FLOOR BAR,SMITH PERFORMING CENTER- BOMAN,Bar / Tavern,361 SYMPHONY PARK Ave,Las Vegas,Nevada,89106,A
BOSTON PIZZA,BOSTON PIZZA,Restaurant,1507 S Las Vegas Blvd,Las Vegas,Nevada,89104-1311,A
BROADACRES - CONCESSION #1 (FOOD 1),Broadacres Open Air Marketplace,Concessions,2930 N Las Vegas Blvd,North Las Vegas,Nevada,89030,A
BUBBLE SHAVE ICE,BUBBLE SHAVE ICE,Restaurant,4810 W SPRING MOUNTAIN Rd B,Las Vegas,Nevada,89102,A
Badlands Golf Club Golf Cart #1,Badlands Golf Club,Self-Service Food Truck,9119 Alta Dr,Las Vegas,Nevada,89145-8501,A
Badlands Golf Club Restaurant,Badlands Golf Club,Restaurant,9119 Alta Dr,Las Vegas,Nevada,89145-8501,A
Baskin Robbins,Baskin Robbins,Restaurant,4640 E Sunset Rd,Henderson,Nevada,89014-2202,A
Bonito Michoacan Bar,Bonito Michoacan,Bar / Tavern,3715 S Decatur Blvd,Las Vegas,Nevada,89103-5805,A
Boulder Station Vegetable Prep,Boulder Station Hotel & Casino,Vegetable Prep,4111 Boulder Hwy,Las Vegas,Nevada,89121-2510,A
"Brown, Mahlon B Jr High Kitchen","Brown, Mahlon B Jr Hi School",Institutional Food Service,307 Cannes St,Henderson,Nevada,89015-5617,A
CAESARS PAYARD PATISSERIE BAR,CAESARS PALACE HOTEL & CASINO,Bar / Tavern,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,A
CARLOS N CHARLIES LV LOUNGE BAR,CARLOS N CHARLIES LV @ FLAMINGO,Bar / Tavern,3555 S LAS VEGAS Blvd 135,Las Vegas,Nevada,89109,A
CASANOVA MEDITERRANEO KITCHEN,CASANOVA MEDITERRANEO @ GRAND CANAL,Special Kitchen,3377 S LAS VEGAS Blvd 1190,Las Vegas,Nevada,89109,A
CB Buffet Side Station # 1,Colorado Belle Hotel & Casino,Bar / Tavern,2100 S Casino Dr,Laughlin,Nevada,89029,A
CHECKERS #3521,CHECKERS,Restaurant,2720 Las Vegas Blvd,North Las Vegas,Nevada,89030,A
CHEESECAKE FACTORY BAR,CHEESECAKE FACTORY @ PREMIUM OUTLET MALL,Bar / Tavern,505 GRAND CENTRAL 3201,Las Vegas,Nevada,91301,A
CHEESECAKE FACTORY SAUTE/PASTA,CHEESECAKE FACTORY @ CAESARS,Special Kitchen,3500 S Las Vegas Blvd,Las Vegas,Nevada,89109-8900,A
CHENGDU LAOZAO HOTPOT,CHENGDU LAOZAO HOTPOT,Restaurant,5740 SPRING MOUNTAIN Rd,Las Vegas,Nevada,89146,C
CIRCUS BUFFET WEST SALAD / DESSERT,CIRCUS CIRCUS CASINO,Buffet,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,A
COZY'S TAVERN,COZY'S TAVERN,Bar / Tavern,4680 S DECATUR Blvd,Las Vegas,Nevada,89113,A
Cafelatte,CAFE LATTE - DELETED,Restaurant,1 S MAIN,Las Vegas,Nevada,89101,A
Cardenas Market Warehouse,CARDENAS,Produce Market,2400 E BONANZA,Las Vegas,Nevada,89101,A
Carluccio's Restaurant,Carluccios,Restaurant,1775 E Tropicana Ave,Las Vegas,Nevada,89119-6529,A
Castle of Cakes,Castle of Cakes,Bakery Sales,750 E Pyle Ave #105,Las Vegas,Nevada,89183-7514,A
Colorado Belle Chill Bar (INSIDE),Colorado Belle Hotel & Casino,Bar / Tavern,2100 S Casino Dr,Laughlin,Nevada,89029,A
Costco #673 Food Court,Costco Wholesale Grocery #673,Restaurant,791 Marks St,Henderson,Nevada,89014-8601,A
Coyote's Cafe & Cantina,Coyotes Cafe & Cantina,Restaurant,4350 E Sunset Rd,Henderson,Nevada,89014-2258,A
DAVID MONTES NY PIZZERIA,DAVID MONTES NY PIZZERIA,Restaurant,955 W CRAIG Rd 105,North Las Vegas,Nevada,89032,A
DICKS LAST RESORT LONG BAR,MCC RESORT LAS VEGAS LLC,Bar / Tavern,3850 S Las Vegas Blvd,Las Vegas,Nevada,89109-4324,A
DON TORTACO MEXICAN GRILL,DON TORTACO MEXICAN GRILL,Restaurant,10450 S DECATUR Blvd 100,Las Vegas,Nevada,89107,A
Deeznuts - Nuts,South Point Hotel - Deeznuts,Portable Unit,9777 Las Vegas Blvd,Las Vegas,Nevada,89183-4013,A
Domino's Pizza #7418,Domino's Pizza,Restaurant,7591 N Cimarron Rd 110,Las Vegas,Nevada,89131,A
Dos Caminos Restaurant DELETE 4 30 12,Dos Caminos @ PALAZZO,Restaurant,3355 Las Vegas Blvd,Las Vegas,Nevada,89109-8941,A
EL POLLO MOBILE #1,EL POLLO MOBILE,Portable Unit,2520 Arville,Las Vegas,Nevada,89102,A
Eastside Cannery Chinese Kitchen,Eastside Cannery Casino,Special Kitchen,5255 Boulder Hwy,Las Vegas,Nevada,89122-6005,A
El Buen Pastor Seasonal (11/28/11 - 7/28/12),El Buen Pastor Seasonal (11/28/11 - 7/28/12),Portable Unit,530 N Las Vegas,Las Vegas,Nevada,89101,A
El Cortez Banquet Room Service Unit,El Cortez Hotel,Portable Unit,600 Fremont St,Las Vegas,Nevada,89101-5614,A
"Ferron, Wm E Elem School Kitchen","Ferron, Wm E School",Elementary School Kitchen,4200 Mountain Vista St,Las Vegas,Nevada,89121-6446,A
GOLDEN NUGGET GOLD DIGGERS BALCONY BAR,Golden Nugget Las Vegas,Bar / Tavern,129 E Fremont St,Las Vegas,Nevada,89101-5603,A
GREEN VALLEY RANCH BANQUET ESTANCIA PANTRY,GREEN VALLEY RANCH,Special Kitchen,2300 Paseo Verde Pkwy,Henderson,Nevada,89052-2672,A
GYU-KAKU JAPANESE BBQ,GYU-KAKU JAPANESE BBQ,Restaurant,3550 S DECATUR Blvd,Las Vegas,Nevada,89103,A
Gameworks Lounge DELETED 3 27 12,Gameworks @ SHOWCASE MALL,Bar / Tavern,3785 Las Vegas Blvd,Las Vegas,Nevada,89109-4333,A
HAMPTON INN & SUITES ST ROSE RESTAURANT,HAMPTON INN & SUITES - ST ROSE,Restaurant,3245 Saint Rose Pkwy,Henderson,Nevada,89052-3828,A
HARRAHS FOOD HALL PIZZA,HARRAHS LV HOTEL & CASINO,Restaurant,3475 S Las Vegas Blvd,Las Vegas,Nevada,89109-8922,A
HILTON LLV BANQUET DISHROOM,HILTON LAKE LAS VEGAS RESORT & SPA,Banquet Kitchen,1610 Lake Las Vegas Pkwy,Henderson,Nevada,89011-2802,A
Harbor House Bar,"Las Vegas Boat Harbor, Inc",Bar / Tavern,490 Horsepower Cove,Boulder City,Nevada,89005,A
IHOP #1614,INTERNATIONALHOUSE OF PANCAKES #1614,Restaurant,2450 E Pebble Rd,Henderson,Nevada,89074-7089,A
Islander's Grill,Islander's Grill,Restaurant,18 W Pacific Ave,Henderson,Nevada,89015-7306,A
JABURRITOS,JABURRITOS,Restaurant,6090 S RAINBOW 2,Las Vegas,Nevada,89118,A
JABURRITOS @ LINQ,JABURRITOS @ LINQ,Restaurant,3545 S LAS VEGAS L12,Las Vegas,Nevada,89109,A
JOHNNY VEGAS GRILL,JOHNNY VEGAS GRILL,Restaurant,6120 W TROPICANA Ave A7,Las Vegas,Nevada,89111,A
LAUGHLIN RIVER LODGE - ELITE LOUNGE,LAUGHLIN RIVER LODGE,Bar / Tavern,2700 S CASINO Dr,Laughlin,Nevada,89029,A
LAUGHLIN RIVER LODGE - JAVA JOE'S,LAUGHLIN RIVER LODGE,Restaurant,2700 S CASINO Dr,Laughlin,Nevada,89029,A
LAUGHLIN RIVER LODGE BUFFET HOT BUFFET,LAUGHLIN RIVER LODGE,Special Kitchen,2700 S CASINO Dr,Laughlin,Nevada,89029,A
LIFE TIME ATHLETIC - LIFE CAFE,LIFE TIME ATHLETIC,Restaurant,121 CARNEGIE St,Henderson,Nevada,89074,A
LUXOR BAKE SHOP,LUXOR HOTEL & CASINO,Kitchen Bakery,3900 S Las Vegas Blvd,Las Vegas,Nevada,89119-1004,A
LUXOR COLD LINE / SALAD BAR/ DESSERT,LUXOR HOTEL & CASINO,Buffet,3900 S Las Vegas Blvd,Las Vegas,Nevada,89119-1004,A
LV HOT DOGS PUSF,LV HOT DOGS @ LOWES,Portable Unit,1401 S BOULDER Hwy,Henderson,Nevada,89015,A
Las Famosas,LAS FAMOSAS,Restaurant,400 N Nellis Blvd,Las Vegas,Nevada,89110-6015,A
Loose Caboose Tropicana Saloon,Loose Caboose,Bar / Tavern,3175 E Tropicana Ave,Las Vegas,Nevada,89121-7352,A
MAMBO'S CANTINA NIGHTCLUB BAR,MAMBOS CANTINA NIGHTCLUB,Bar / Tavern,1775 E TROPICANA Ave 1-3,Las Vegas,Nevada,89119,A
MARISCOS EL MARIACHI,MARISCOS EL MARIACHI,Restaurant,552 N Eastern Ave A,Las Vegas,Nevada,89101-3488,A
MARISCOS LAS ISLITAS,MARISCOS LAS ISLITAS,Restaurant,2437 Las Vegas Blvd,North Las Vegas,Nevada,89030-5805,A
MARTINEZ TACO BAR,MARTINEZ TACO BAR,Restaurant,6885 Aliante Pkwy 106,North Las Vegas,Nevada,89084,A
MB BEACH CASINO BAR,MANDALAY BAY HOTEL & CASINO,Bar / Tavern,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,A
MCCARRAN ETHEL M #103 A/B GATE,McCarran - Ethels Chocolate,Confection,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,A
MONTE CARLO BUFFET,MONTE CARLO HOTEL & CASINO,Buffet,3770 S Las Vegas Blvd,Las Vegas,Nevada,89109-4337,A
Makino Restaurant Buffet,Makino Restaurant,Buffet,3965 S Decatur Blvd,Las Vegas,Nevada,89103-5808,A
Moapa Valley Farmer Market,Valley Herbs & Health,Farmer's Market,257 Moapa Valley Blvd,Overton,Nevada,89040-9000,A
NO 1 BOBA TEA,NO 1 BOBA TEA,Restaurant,7500 W LAKE MEAD Blvd,Las Vegas,Nevada,89128,A
NY NY STARBUCKS,NEW YORK NEW YORK HOTEL & CASINO,Restaurant,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,A
OASIS PIZZERIA,OASIS PIZZERIA,Restaurant,953 E SAHARA 33,Las Vegas,Nevada,89104,A
ODD FELLOWS BAR,ODD FELLOWS,Bar / Tavern,150 N LAS VEGAS Blvd 190,Las Vegas,Nevada,89101,A
PALAZZO LAGASSE STADIUM PANTRY,PALAZZO HOTEL & CASINO,Pantry,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,A
PALAZZO SOLARO KITCHEN,PALAZZO HOTEL & CASINO,Special Kitchen,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,A
PARK MGM BUTCHER SHOP,PARK MGM HOTEL & CASINO,Meat/Poultry/Seafood,3770 S Las Vegas Blvd,Las Vegas,Nevada,89109-4337,A
PLANET PROTEIN SNACK BAR,PLANET PROTEIN SNACK BAR,Restaurant,4540 E CHARLESTON,Las Vegas,Nevada,89104,A
PURPLE PENGUIN SNOWCONE SHACK PUSF,PURPLE PENGUIN SNOWCONE SHACK,Portable Unit,401 E HORIZON RIDGE,Henderson,Nevada,89002,A
Papa John's Pizza #1531,Papa John's Pizza,Restaurant,3460 E Sunset Rd,Las Vegas,Nevada,89120-3250,A
QQ BOBA TEA,QQ BOBA TEA,Snack Bar,9310 S EASTERN Ave 105,Las Vegas,Nevada,89123,A
QUINONES ICE CREAM TRUCK,QUINONES ICE CREAM,Food Trucks / Mobile Vendor,1100 SEARLES Ave,Las Vegas,Nevada,89101,A
RIO SUGAR SQUARED (FUDGE SHOP),Rio Suites Hotel,Snack Bar,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
RIVERSIDE POOL BAR,Riverside Resort & Casino,Bar / Tavern,1650 S Casino Dr,Laughlin,Nevada,89029-1512,A
ROBERTO'S TACO SHOP,ROBERTO'S TACO SHOP,Restaurant,72 W HORIZON RIDGE -155,Henderson,Nevada,89012,A
RUBIO ICE CREAM TRUCK #3,Rubio Ice Cream Truck,Food Trucks / Mobile Vendor,2850 E CHARLESTON Cir,Las Vegas,Nevada,89104,A
Rio Lucky Strike Lanes Bar,Rio Suites Hotel,Bar / Tavern,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
Rio Voodoo Bar 50th Floor,Rio Suites Hotel,Bar / Tavern,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
Roadrunner Saloon - Server Area,Roadrunner Saloon - Eastern,Meat/Poultry/Seafood,2430 Pebble Rd,Henderson,Nevada,89074-7089,A
Roamin' Dough Mobile,ROAMIN' DOUGH MOBILE,Food Trucks / Mobile Vendor,29 N 30TH,Las Vegas,Nevada,89101,A
SEAFOOD CITY SUPERMARKET SEAFOOD,SEAFOOD CITY SUPERMARKET,Meat/Poultry/Seafood,10405 S EASTERN,Henderson,Nevada,89052,A
SIDESTREET PHO & GRILL,SIDESTREET PHO & GRILL,Restaurant,8560 W DESERT INN Rd D1,Las Vegas,Nevada,89117,A
SILVER NUGGET EVENT CENTER BAR,Silver Nugget Casino,Bar / Tavern,2140 N Las Vegas Blvd,North Las Vegas,Nevada,89030-5841,A
SLICE OF VEGAS BULK PREP,SLICE OF VEGAS @ MANDALAY BAY,Special Kitchen,3930 S LAS VEGAS Blvd 120,Las Vegas,Nevada,89119,A
SLS 800 RESTAURANT,SLS LAS VEGAS,Restaurant,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,A
SLS CLEO PIZZA BAR,SLS LAS VEGAS,Restaurant,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,A
SMILEY PIES MOBILE,SMILEY PIES MOBILE,Food Trucks / Mobile Vendor,4181 W PIONEER Ave,Las Vegas,Nevada,89102,A
SOULFISH POKE,SOULFISH POKE,Restaurant,8680 W WARM SPRINGS 130,Las Vegas,Nevada,89148,A
SUBWAY #63846,SUBWAY #62846,Restaurant,5693 S JONES 121,Las Vegas,Nevada,89118,A
"SWEET CONNECTION, THE","SWEET CONNECTION, THE",Snack Bar,3528 S MARYLAND 500,Las Vegas,Nevada,89169,A
Sams Town Service Bar #2,Sams Town,Bar / Tavern,5111 Boulder Hwy,Las Vegas,Nevada,89122-6001,A
Senior Center of Boulder City,Senior Center of Boulder City,Restaurant,813 Arizona St,Boulder City,Nevada,89005-2603,A
Siena Golf Clubhouse Catering,Siena Golf Course,Caterer,10575 Siena Monte Ave,Las Vegas,Nevada,89135-2433,A
Siena Golf Course Restaurant,Siena Golf Course,Restaurant,10575 Siena Monte Ave,Las Vegas,Nevada,89135-2433,A
St Francis Desales Kitchen,St Francis Desales,Institutional Food Service,1111 N Michael Way,Las Vegas,Nevada,89108-1418,A
Starbucks #7950,Starbucks #7950,Restaurant,1380 W Cheyenne Ave,North Las Vegas,Nevada,89030-7835,A
Streets of New York,Streets of New York,Restaurant,7570 Norman Rockwell Ln 120,Las Vegas,Nevada,89143,A
Subway #4855,Subway #4855,Restaurant,6105 W Flamingo Rd,Las Vegas,Nevada,89103-0174,A
TACOS LA DONA PORTABLE UNIT,Tacos La Dona,Portable Unit,1501 N Eastern Ave,Las Vegas,Nevada,89101-1512,A
TAO TEMPLE MONK BAR,TAO TEMPLE BISTRO @ VENETIAN,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,A
TAQUERIA EL BUEN PASTOR SEASONAL (5/14/14 - 1/14/15),TAQUERIA EL BUEN PASTOR - DELETED,Portable Unit,4777 E CHARLESTON Blvd 217,Las Vegas,Nevada,89109,A
TEJUINOS DON RAUL,TEJUINOS DON RAUL,Portable Unit,4640 E Lake Mead Blvd,Las Vegas,Nevada,89115,A
TEMPLE SINAI EVENT CENTER,Temple Sinai,Special Kitchen,9001 Hillpointe Rd,Las Vegas,Nevada,89134-6097,A
TRUMP TOWER 1 BEVERAGE STATIONS,TRUMP INTL HOTEL & TOWER,Bar / Tavern,2000 N Fashion Show Dr,Las Vegas,Nevada,89109-1936,A
TRUMP TOWER 1 EDR,TRUMP INTL HOTEL & TOWER,Restaurant,2000 N Fashion Show Dr,Las Vegas,Nevada,89109-1936,A
TUSCANY MARILYNS CAFE SALAD & DESSERT,TUSCANY SUITES,Special Kitchen,255 E Flamingo Rd,Las Vegas,Nevada,89169-4708,A
"Taylor, Glen C Elem School Kitchen","Taylor, Glen C Elementary School",Elementary School Kitchen,2655 Siena Heights Dr,Henderson,Nevada,89052-3989,A
Terrible Herbst Grab N Go #205,Terrible Herbst Convenience #205,Snack Bar,3520 Blue Diamond Rd,Las Vegas,Nevada,89139-7877,A
Terrible's Deli #156,Terrible Herbst #156,Snack Bar,109 S Rainbow Blvd,Las Vegas,Nevada,89145-5357,A
Timbers #12 Bar,Timbers #12 Bar and Grill,Bar / Tavern,7045 N Durango Dr,Las Vegas,Nevada,89149-4478,A
VENETIAN RIVA BY WP SERVICE BAR,VENETIAN HOTEL & CASINO,Bar / Tavern,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,A
VENETIAN VIP LOUNGE PANTRY,VENETIAN HOTEL & CASINO,Pantry,3355 S Las Vegas Blvd,Las Vegas,Nevada,89109-8941,A
VENICE PIZZA,MOTOR CITY CAFE/VENICE PIZZA,Restaurant,4080 S Paradise Rd 6,Las Vegas,Nevada,89169-4834,A
VIVA CAFE - MARYLAND,VIVA CAFE - MARYLAND,Restaurant,3528 S MARYLAND Pkwy 314,Las Vegas,Nevada,89169,A
Verdi Restaurant & Pizzeria,Verdi Restuarant & Pizzeria,Restaurant,7240 W Azure Dr 145,Las Vegas,Nevada,89130,A
WEDGEWOOD CATERING,WEDGEWOOD WEDDING & BANQUET CENTER @ STALLION MOUN,Caterer,5500 E FLAMINGO,Las Vegas,Nevada,89122,A
WESTGATE SILK ROAD ASIAN BISTRO PREP AREA,WESTGATE HOTEL AND CASINO,Special Kitchen,3000 S Paradise Rd,Las Vegas,Nevada,89109-1287,A
WYNN CONVENTION KITCHEN GARDE MANGER,WYNN HOTEL & CASINO,Garde Manger,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,A
WYNN LE STAFF WAREWASH,WYNN HOTEL & CASINO,Special Kitchen,3131 S Las Vegas Blvd,Las Vegas,Nevada,89109-1929,A
Whole Foods Market - Specialty Island,Whole Foods Market,Special Kitchen,6689 S Las Vegas Blvd A,Las Vegas,Nevada,89119-3215,A
Wild Truffles Catering,Wild Truffles,Caterer,7905 W SAHARA Ave 106,Las Vegas,Nevada,89117,A
A SIMPLE LIFE SNACK BAR,A SIMPLE LIFE,Snack Bar,5025 S EASTERN Ave,Las Vegas,Nevada,89111,A
A-1 Mobile Catering #10,A-1 Mobile Catering,Food Trucks / Mobile Vendor,5560 E Lake Mead Blvd,Las Vegas,Nevada,89156-6821,A
ALBERTSONS BLUE DIAMOND - SEAFOOD,ALBERTSONS BLUE DIAMOND,Meat/Poultry/Seafood,4800 Blue Diamond Rd,Las Vegas,Nevada,89139-7602,A
ARADA UNIVERSAL MARKET MEAT MARKET,Arada Universal Market,Meat/Poultry/Seafood,4180 S Jones Blvd 7,Las Vegas,Nevada,89103-3374,A
ARIA BARMASA BAR,ARIA HOTEL & CASINO,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARIA JEWEL NIGHTCLUB SERVICE BAR,ARIA HOTEL & CASINO,Bar / Tavern,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
ARK EDR PREP & BUFFET LINE,ARK @ NY NY,Special Kitchen,3790 S Las Vegas Blvd,Las Vegas,Nevada,89109-4338,A
Albertsons #4009 Starbucks,Albertsons #4009,Restaurant,8410 Farm Rd,Las Vegas,Nevada,89143,A
Aliante Starbucks,Aliante Hotel & Casino,Restaurant,7300 Aliante Pkwy,North Las Vegas,Nevada,89084,A
Aquarius Window on the River Buffet,Aquarius Casino Resort,Buffet,1900 S Casino Dr,Laughlin,Nevada,89029-1513,A
Aria Pastry Warewash CC LVL 3,CITY CENTER HOTELS,Special Kitchen,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
Arroyo Clubhouse Bar,"Arroyo at Red Rock, The",Bar / Tavern,2250 Red Springs Dr,Las Vegas,Nevada,89135-1515,A
BALLYS GARDE MANGER,BALLY'S GRAND HOTEL,Garde Manger,3645 S Las Vegas Blvd,Las Vegas,Nevada,89114,A
BAR,Courthouse Bar & Grill,Bar / Tavern,330 S 3RD St 100,Las Vegas,Nevada,89101-6032,A
BELLAGIO JASMINE DIM SUM BUFFET,BELLAGIO HOTEL & CASINO,Restaurant,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BEST WESTERN PLUS NLV INN & SUITES CONT BREAKFAST,BEST WESTERN PLUS NLV INN & SUITES,Snack Bar,4540 DONOVAN Way,North Las Vegas,Nevada,89081,A
BOUCHON BAR,BOUCHON @ VENETIAN,Bar / Tavern,3355 S Las Vegas Blvd 10101,Las Vegas,Nevada,89109-8941,A
Breadenstuffers Express,Breadenstuffers Express,Restaurant,340 Falcon Ridge Pkwy,Mesquite,Nevada,89027-8850,A
CAESARS PAYARD PATISSERIE RESTAURANT,CAESARS PALACE HOTEL & CASINO,Restaurant,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,A
CARLOS N CHARLIES LV RESTAURANT,FLAMINGO  - CARLOS N CHARLIES LV,Restaurant,3555 S LAS VEGAS Blvd 135,Las Vegas,Nevada,89109,A
CHEF MARK STEPHEN @ VIDA KITCHENS,CHEF MARK STEPHEN @ VIDA KITCHENS,Caterer,1370 W CHEYENNE,North Las Vegas,Nevada,89030,A
CIRCUS POPCORN CART MIDWAY,CIRCUS CIRCUS CASINO,Portable Unit,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,A
COSMO CHANDELIER UPPER BAR P2 (SMALL),COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
COSMO EC LOBBY BAR & SUPPORT P3,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
Cafe De Japon,Cafe De Japon,Restaurant,5300 Spring Mountain Rd,Las Vegas,Nevada,89146-8718,A
Cardenas Market Warehouse / Receiving,CARDENAS,Produce Market,4421 E BONANZA,Las Vegas,Nevada,89110,A
Carefree Catering #32,Carefree Catering,Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032-7895,A
Children's Learning Adventure Kitchen - DURANGO,CHILDREN'S LEARNING CENTER - DURANGO,Childcare Kitchens,2836 S DURANGO Rd,Las Vegas,Nevada,89102,A
DEL FRISCOS STEAKHOUSE BAR,HOWARD HUGHES - DEL FRISCOS STEAKHOUSE,Bar / Tavern,3925 S Paradise Rd,Las Vegas,Nevada,89169-4607,A
Del Taco #350,Del Taco #350,Restaurant,3244 E Desert Inn Rd,Las Vegas,Nevada,89121-3302,A
Dragon Wok,Dragon Wok,Restaurant,3350 Novat St 135,Las Vegas,Nevada,89129-8717,A
EL CHILTEPIN,EL CHILTEPIN,Portable Unit,515 E OAKEY Blvd,Las Vegas,Nevada,89102,A
