name,address,city,state,zip_code,current_score,current_grade,rating,review_count,restaurants_price_range2,restaurants_reservations,restaurants_delivery,restaurants_takeout,business_accepts_creditcards,accepts_apple_pay,good_for,bike_parking,good_for_kids,restaurants_good_for_groups,restaurants_attire,ambience,noise_level,alcohol,outdoor_seating,wifi,has_tv,caters,good_for_working,gender_neutral_restrooms,location_name,category_name,violations,current_demerits,inspection_demerits,inspection_score,inspection_grade,business_id,neighborhood,accepts_insurance,ages_allowed,byob,byob_corkage,best_nights,business_accepts_bitcoin,business_parking,byappointmentonly,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_meal,hair_specializes_in,happy_hour,music,open_24_hours,restaurants_counter_service,restaurants_table_service,smoking,wheelchair_accessible,accepts_google_pay,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
SLICE TRUCK PIZZA,2012 SAWTELLE BLVD,LOS ANGELES,CA,90025,97,A,3.5,119.0,$$,No,Yes,Yes,Yes,Null,"Lunch, Dinner",No,Yes,No,Casual,Casual,Average,No,No,No,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SLICEYS PIZZA,3627 W PICO BLVD,LOS ANGELES,CA,90019,95,A,4.5,105.0,$,Yes,No,Yes,Yes,Yes,"Lunch, Dinner",No,Yes,No,Casual,Casual,Quiet,No,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SLOW FISH,5406 WILSHIRE BLVD,LOS ANGELES,CA,90036,90,A,3.5,359.0,$$,Yes,Yes,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Trendy,Average,Beer & Wine Only,Yes,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SLS HOTEL AT BEVERLY HILLS,465 LA CIENEGA BLVD,LOS ANGELES,CA,90048,97,A,3.5,702.0,$$$,Null,Null,Null,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Paid,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SLURPIN RAMEN,3500 W 8TH ST,LOS ANGELES,CA,90005,91,A,4.5,1852.0,$$,No,No,Yes,Yes,No,"Brunch, Lunch, Dinner, Late Night",No,Yes,Yes,Casual,"Hipster, Casual, Trendy",Average,Beer & Wine Only,No,Free,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SMART & FINAL,3607 S VERMONT AVE,LOS ANGELES,CA,90007,96,A,4.0,24.0,$$,Null,Null,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SMOG CUTTER,864 N VIRGIL AVE,LOS ANGELES,CA,90029,97,A,3.0,238.0,$,No,Null,Null,No,No,Null,Yes,Null,Yes,Null,Divey,Loud,Full Bar,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SMOKE & MORE,10714 S WESTERN AVE #105,LOS ANGELES,CA,90047,95,A,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SMOKE ON HOPE,330 S HOPE ST 2017,LOS ANGELES,CA,90071,96,A,2.5,49.0,$$,No,No,Yes,Yes,Null,Null,No,Yes,Yes,Casual,Casual,Quiet,No,Yes,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SMOKE POUTINERIE,1552 N CAHUENGA BLVD,LOS ANGELES,CA,90028,96,A,4.0,392.0,$,No,Yes,Yes,Yes,No,"Lunch, Late Night",No,Yes,No,Casual,Casual,Average,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SMOKE.OIL.SALT,7274 MELROSE AVE,LOS ANGELES,CA,90046,95,A,3.5,283.0,$$$,Yes,No,No,Yes,No,Null,No,No,Yes,Casual,Casual,Loud,Beer & Wine Only,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SNAKE PIT,7529 MELROSE AVE,LOS ANGELES,CA,90046,93,A,3.5,198.0,$$,Yes,No,Yes,Yes,No,Null,Yes,No,Yes,Casual,Null,Average,Full Bar,No,Free,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SNAPPY FOOD MART & DELI,5205 W IMPERIAL HWY,LOS ANGELES,CA,90045,94,A,4.0,24.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SNOCIETY,330 E 2ND ST,LOS ANGELES,CA,90012,98,A,4.0,450.0,$$,Null,Null,Yes,Yes,No,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SNOOKNUK,506 N LARCHMONT BLVD,LOS ANGELES,CA,90004,91,A,4.0,45.0,Null,Null,Null,Null,Yes,Null,Null,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SNOW STATION,2114 COLORADO BLVD,LOS ANGELES,CA,90041,93,A,4.0,220.0,$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Free,Null,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SNOW WHITE CAFE,6769 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,93,A,3.5,143.0,$,No,No,Yes,Yes,No,Lunch,No,No,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SNOWLA SHAVERY,3470 W 6TH ST # 2B,LOS ANGELES,CA,90020,94,A,4.0,560.0,$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SO BAN,4001 W OLYMPIC BLVD,LOS ANGELES,CA,90019,91,A,3.5,196.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",No,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SO CAL BURGERS,203 S MEDNIK AVE,LOS ANGELES,CA,90022,91,A,4.5,231.0,$$,No,No,Yes,Yes,No,Lunch,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOCKERBIT,7922 W 3RD ST,LOS ANGELES,CA,90048,97,A,4.5,126.0,$$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SODA POPS,349 N LA CIENEGA BLVD,LOS ANGELES,CA,90048,93,A,4.5,479.0,$$,No,Yes,Yes,Yes,No,Lunch,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOFRA KEBAB HOUSE,10821 VENICE BLVD,LOS ANGELES,CA,90034,91,A,4.0,405.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner, Late Night",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOL FISH MARKET,12000 S CENTRAL AVE,LOS ANGELES,CA,90059,93,A,4.0,6.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOLAR DE CAHUENGA,1847 N CAHUENGA BLVD,LOS ANGELES,CA,90028,90,A,3.0,602.0,$$,No,No,Yes,Yes,Yes,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOLEIL,1386 WESTWOOD BLVD,LOS ANGELES,CA,90024,92,A,4.0,550.0,$$,Yes,No,Yes,Yes,No,Dinner,No,No,Yes,Casual,Null,Average,Full Bar,Yes,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOLO DISCOUNT,2527 S SAN PEDRO ST # #C,LOS ANGELES,CA,90011,98,A,5.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOM SEE NEH,4100 W PICO BLVD STE 11,LOS ANGELES,CA,90019,91,A,4.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SON OF A GUN,8370 W 3RD ST,LOS ANGELES,CA,90048,92,A,4.0,1452.0,$$$,Yes,No,No,Yes,Yes,Dinner,Yes,No,Yes,Casual,Hipster,Average,Full Bar,No,No,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SONNY'S HIDEAWAY,5137 YORK BLVD,LOS ANGELES,CA,90042,92,A,4.0,323.0,$$,Yes,No,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Intimate,Average,Full Bar,Yes,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SONORA BAKERY,4484 E WHITTIER BLVD,LOS ANGELES,CA,90022,96,A,4.0,77.0,$,Null,Yes,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SONORA BAKERY,4484 WHITTIER BLVD,LOS ANGELES,CA,90022,90,A,4.0,77.0,$,Null,Yes,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SONORATOWN,208 E 8TH ST,LOS ANGELES,CA,90014,98,A,4.5,222.0,$,No,No,Yes,Yes,Yes,Lunch,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SONORITAS PRIME TACO,2004 SAWTELLE BLVD,LOS ANGELES,CA,90025,98,A,4.0,434.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SONSONATE GRILL,5011 S WESTERN AVE,LOS ANGELES,CA,90062,90,A,3.0,164.0,$$,No,No,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOPITA RAMEN,3087 W PICO BLVD STE 9,LOS ANGELES,CA,90006,93,A,2.5,8.0,Null,No,No,Null,No,Null,Null,Null,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOR TINO RISTORANTE,908 S BARRINGTON AVE,LOS ANGELES,CA,90049,90,A,3.5,160.0,$$$,Yes,Yes,Yes,Yes,Null,Null,Yes,Yes,Yes,Casual,Null,Average,Beer & Wine Only,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOREGASHI,6775 SANTA MONICA BLVD STE 3,LOS ANGELES,CA,90038,95,A,4.5,86.0,$$$,Yes,No,Yes,Yes,No,"Lunch, Dinner",Yes,No,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SORRENTO LIQUOR,801 W CESAR E CHAVEZ AVE,LOS ANGELES,CA,90012,97,A,3.5,6.0,$,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOTO LIQUOR MARKET,1602 N SOTO ST,LOS ANGELES,CA,90033,94,A,4.5,6.0,$$,Null,Null,Yes,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOTO ST. MARKET,900 N SOTO ST,LOS ANGELES,CA,90033,93,A,3.5,31.0,$$,Null,No,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOTTO,9575 W PICO BLVD,LOS ANGELES,CA,90035,90,A,4.0,691.0,$$$,Yes,No,Yes,Yes,Yes,Dinner,Yes,No,Yes,Casual,Null,Average,Full Bar,Yes,No,No,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOUK SHAWARMA,1111 WILSHIRE BLVD # 104,LOS ANGELES,CA,90017,95,A,4.0,134.0,$,No,Yes,Yes,Yes,Yes,Lunch,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOUND NIGHTCLUB,1642 LAS PALMAS AVE,LOS ANGELES,CA,90028,94,A,3.0,266.0,$$,Yes,Null,Null,Yes,No,Null,No,No,Yes,Null,Trendy,Very Loud,Full Bar,No,Free,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOUPLANTATION # 17,100 N LA CIENEGA BLVD # E-3,LOS ANGELES,CA,90048,94,A,3.5,287.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOUTHERN GIRLS DESSERTS,3650 W MARTIN LUTHER KING BLVD STE 100,LOS ANGELES,CA,90008,94,A,4.0,261.0,$$,Null,No,Yes,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOY JAPANESE GRILL & ROLL,2813 S FIGUEROA ST,LOS ANGELES,CA,90007,95,A,2.5,127.0,$,No,No,Yes,Yes,Yes,Null,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOY ROLL & KATSU,3335 S FIGUEROA ST # AUGY4,LOS ANGELES,CA,90007,94,A,2.5,134.0,$,No,No,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SOY SAUCE ROLL & BOWL,7131 W SUNSET BLVD # B,LOS ANGELES,CA,90046,91,A,4.0,233.0,$$,No,Yes,Yes,Yes,No,Null,Yes,Yes,No,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPACE E UM,3020 WILSHIRE BLVD #100,LOS ANGELES,CA,90010,90,A,4.5,155.0,$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,No,Free,Null,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPAIN RESTAURANT,1866 N GLENDALE BLVD,LOS ANGELES,CA,90026,90,A,3.5,190.0,$$,No,No,Yes,Yes,No,Dinner,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPARE TIRE,5368 WILSHIRE BLVD,LOS ANGELES,CA,90036,95,A,4.0,531.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner, Late Night",Yes,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPARTINA,7505 MELROSE AVE,LOS ANGELES,CA,90046,91,A,4.0,203.0,$$$,Yes,No,Yes,Yes,No,Dinner,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPATOLA GELATO,11725 BARRINGTON CT,LOS ANGELES,CA,90049,96,A,5.0,26.0,$$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPERANZA,2547 HYPERION AVE,LOS ANGELES,CA,90027,95,A,4.0,486.0,$$,Yes,No,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPICE ON HOLLYWOOD,2011 N HIGHLAND AVE,LOS ANGELES,CA,90068,91,A,4.0,72.0,$$,Yes,Yes,Yes,Yes,Null,Breakfast,Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
