ACTIVITY DATE,RECORD ID,NAME,ADDRESS,SITE ADDRESS,SITE CITY,SITE STATE,SITE ZIP,PROGRAM ELEMENT CODE,PROGRAM ELEMENT CODE DESCRIPTION,SERVICE DESCRIPTION,ROW ID,VIOLATION CODE,VIOLATION CODE DESCRIPTION,POINTS,SCORE,GRADE,COUNT,RATING,REVIEW,PRICE,PHONE,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Apple Pay,Good For,Parking,Bike Parking,Good for Kids,Good for Groups,Attire,Ambience,Noise Level,Alcohol,Outdoor Seating,Wi-Fi,Has TV,Caters,Good for Working,Gender Neutral Restrooms
6/11/2015,PR0015337,PIG'N WHISTLE,"6714 HOLLYWOOD BLVD  LOS ANGELES, CA 90028",6714 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IV8BL755I,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,92,A,1,3,587,$$,13234630000,Yes,No,Yes,Yes,No,Dinner,Street,No,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,No,,
10/1/2014,PR0036058,PIKNIC,"2000 AVE OF STARS STE # 20 LOS ANGELES, CA 90067",2000 AVE OF STARS STE # 20,LOS ANGELES,CA,90067,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVHMU5TDP,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,92,A,1,3,82,$$,13102772700,No,Yes,Yes,Yes,,,Garage,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,Yes,,
8/10/2016,PR0186922,PIKNIC,"2000 AVENUE OF THE STARS # 20 LOS ANGELES, CA 90067",2000 AVENUE OF THE STARS # 20,LOS ANGELES,CA,90067,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVS7MWSLC,16F007,# 7. Proper hot and cold holding temperatures,4,90,A,1,3,82,$$,13102772700,No,Yes,Yes,Yes,,,Garage,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,Yes,,
9/7/2016,PR0180448,PILI MANILA,"201 N LOS ANGELES ST # 103 LOS ANGELES, CA 90012",201 N LOS ANGELES ST # 103,LOS ANGELES,CA,90012,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVVQVQA3R,16F027,# 27. Food separated and protected,1,95,A,1,4.5,55,$,12135332001,No,No,Yes,Yes,Yes,Lunch,Garage,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,Yes,,
11/17/2014,PR0026097,PILI'S TACOS,"11924 SANTA MONICA BLVD  LOS ANGELES, CA 90025",11924 SANTA MONICA BLVD,LOS ANGELES,CA,90025,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVYNXDAB0,16F036,"# 36. Equipment, utensils and linens: storage and use",1,94,A,1,3,89,$,13108203109,No,No,Yes,No,No,,Street,Yes,Yes,No,Casual,Casual,Average,No,No,No,Yes,Yes,,
12/9/2014,PR0029797,PIMAI THAI CUISINE,"5833 FRANKLIN AVE  LOS ANGELES, CA 90028",5833 FRANKLIN AVE,LOS ANGELES,CA,90028,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVD8WVU05,16F007,# 7. Proper hot and cold holding temperatures,4,90,A,1,4,418,$$,13234617841,Yes,Yes,Yes,Yes,Yes,Dinner,"Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,Yes,,
1/20/2015,PR0019581,PINCHES TACOS,"8200 W SUNSET BLVD  LOS ANGELES, CA 90046",8200 W SUNSET BLVD,LOS ANGELES,CA,90046,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IV0Z3CPHO,16F038,# 38. Thermometers provided and accurate,1,91,A,1,4,640,$,13236500614,No,No,Yes,Yes,No,"Lunch, Late Night",,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,Yes,,Yes
1/12/2015,PR0148783,PINE AND CRANE,"1521 GRIFFITH PARK BLVD LOS ANGELES, CA 90026",1521 GRIFFITH PARK BLVD,LOS ANGELES,CA,90026,1635,RESTAURANT (31-60) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IVLMQECI9,16F014,# 14. Food contact surfaces: clean and sanitized,2,97,A,1,4.5,1416,$$,13236681128,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,"Hipster, Casual",Average,Beer & Wine Only,No,No,No,No,,
3/3/2015,PR0034220,PING TUNG,"7455 MELROSE AVE  LOS ANGELES, CA 90046",7455 MELROSE AVE,LOS ANGELES,CA,90046,1638,RESTAURANT (61-150) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IVJP2CQYC,16F037,"# 37. Adequate ventilation and lighting; designated areas, use",1,95,A,1,4,156,$$,13238661866,Yes,Yes,Yes,Yes,No,"Lunch, Dinner","Valet, Street",No,Yes,Yes,Casual,"Casual, Trendy",Average,Beer & Wine Only,Yes,Free,No,No,,
2/10/2016,PR0175167,PINK DONUT,"2006 W 6TH ST LOS ANGELES, CA 90057",2006 W 6TH ST,LOS ANGELES,CA,90057,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVWZJUMF0,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,5,1,$,12136747727,,,Yes,Yes,No,,,Yes,,,,,,,Yes,Free,,,Yes,
3/5/2015,PR0044437,PINK ELEPHANT LIQUOR & DELI,"1836 N WESTERN AVE  LOS ANGELES, CA 90027",1836 N WESTERN AVE,LOS ANGELES,CA,90027,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IV0G5FH4Z,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,95,A,1,3.5,44,$$,13234620060,No,Yes,Yes,Yes,,,,Yes,No,No,Casual,,Average,Full Bar,No,No,No,No,,
12/16/2015,PR0015555,PINK PEPPER,"1638 N LA BREA AVE  LOS ANGELES, CA 90028",1638 N LA BREA AVE,LOS ANGELES,CA,90028,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVRODKOO0,16F030,# 30. Food properly stored; food storage containers identified,1,90,A,1,3.5,466,$$,13234612462,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Garage,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,No,Yes,,Yes
8/17/2016,PR0022849,PIPERS,"222 N WESTERN AVE  LOS ANGELES, CA 90004",222 N WESTERN AVE,LOS ANGELES,CA,90004,1641,RESTAURANT (151 + ) SEATS HIGH RISK,ROUTINE INSPECTION,IV2LVYYJK,16F052,# 1b. Food safety certification,2,90,A,1,3.5,303,$$,13234657701,No,No,Yes,Yes,No,"Breakfast, Late Night",Street,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,No,,
12/30/2014,PR0006719,PIPS ON LA BREA,"1356 S LA BREA AVE  LOS ANGELES, CA 90019",1356 S LA BREA AVE,LOS ANGELES,CA,90019,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVNCWBKUM,16F041,# 41. Garbage and refuse properly disposed; facilities maintained,1,90,A,1,4,329,$$,13239547477,Yes,Yes,Yes,Yes,No,Dinner,"Valet, Street, Private Lot",No,No,Yes,Casual,Intimate,Average,Full Bar,Yes,Free,Yes,Yes,,
1/29/2015,PR0043466,PIT FIRE PIZZA,"12924 W WASHINGTON BLVD  LOS ANGELES, CA 90066",12924 W WASHINGTON BLVD,LOS ANGELES,CA,90066,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVVJEA00U,16F014,# 14. Food contact surfaces: clean and sanitized,4,95,A,1,3.5,850,$$,14248354088,No,Yes,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,Yes,,
2/26/2015,PR0021833,PITA BAR & GRILL,"519 N FAIRFAX AVE  LOS ANGELES, CA 90036",519 N FAIRFAX AVE,LOS ANGELES,CA,90036,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVBCNGW3F,16F041,# 41. Garbage and refuse properly disposed; facilities maintained,1,92,A,1,4.5,686,$$,13236539024,No,Yes,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,,Yes
11/20/2015,PR0003688,PITA ON VINE,"01253 N VINE ST # #7A LOS ANGELES, CA 90038",01253 N VINE ST # #7A,LOS ANGELES,CA,90038,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVWXDMVRN,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,92,A,1,4,182,$,13234689000,No,Yes,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,,Yes
2/24/2015,PR0012608,PIZZA AMORE,"6001 S VERMONT AVE # #4 LOS ANGELES, CA 90044",6001 S VERMONT AVE # #4,LOS ANGELES,CA,90044,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVMCQ9SWB,16F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",1,93,A,1,1,2,,13237788805,,,,,,,,,,,,,,,,,,,,
6/23/2015,PR0038448,PIZZA BELLA,"1900 N HIGHLAND AVE  LOS ANGELES, CA 90068",1900 N HIGHLAND AVE,LOS ANGELES,CA,90068,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVRX3MWDH,16F039,# 39. Wiping cloths: properly used and stored,1,93,A,1,2.5,35,$,13238765961,No,No,Yes,Yes,,,Private Lot,Yes,Yes,No,Casual,,,,No,Free,No,,,
11/30/2015,PR0023674,PIZZA BUONA,"2100 W SUNSET BLVD  LOS ANGELES, CA 90026",2100 W SUNSET BLVD,LOS ANGELES,CA,90026,1634,RESTAURANT (31-60) SEATS MODERATE RISK,ROUTINE INSPECTION,IVXF24PVP,16F029,"# 29. Toxic substances properly identified, stored, used",1,95,A,1,4,387,$$,12134130800,No,Yes,Yes,Yes,No,Dinner,"Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,,Yes
12/16/2015,PR0172928,PIZZA DELLA NONNA,"1570 S WESTERN AVE # 106 LOS ANGELES, CA 90006",1570 S WESTERN AVE # 106,LOS ANGELES,CA,90006,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVIRHZGFO,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,98,A,1,4,134,$$,13237665382,No,Yes,Yes,Yes,No,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,,Yes
11/18/2014,PR0153606,PIZZA EIGHT,"3272 W SLAUSON AVE LOS ANGELES, CA 90043",3272 W SLAUSON AVE,LOS ANGELES,CA,90043,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVW42LKWM,16F022,# 22. Sewage and wastewater properly disposed,4,90,A,1,4,90,$,13232928888,No,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,,Yes
10/29/2015,PR0170780,PIZZA EIGHT,"3272 SLAUSON AVE LOS ANGELES, CA 90043",3272 SLAUSON AVE,LOS ANGELES,CA,90043,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVTNZUWLQ,16F023,"# 23. No rodents, insects, birds, or animals",4,90,A,1,4,90,$,13232928888,No,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,,Yes
1/29/2015,PR0015682,PIZZA GO,"4200 W 3RD ST  LOS ANGELES, CA 90020",4200 W 3RD ST,LOS ANGELES,CA,90020,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVESDRAUP,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,90,A,1,4,126,$$,12133815131,No,Yes,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",No,Yes,No,Casual,,Average,No,No,No,No,No,,
1/11/2016,PR0021962,PIZZA KING,"3993 S WESTERN AVE # #6 LOS ANGELES, CA 90062",3993 S WESTERN AVE # #6,LOS ANGELES,CA,90062,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IV0EWEAGQ,16F050,# 51. Permit Suspension,0,91,A,1,3.5,60,$$,13232999838,No,Yes,Yes,Yes,Yes,,Private Lot,No,Yes,Yes,Casual,Casual,Average,No,No,No,No,No,,
6/23/2016,PR0177769,PIZZA LA,"3109 N SAN FERNANDO RD LOS ANGELES, CA 90065",3109 N SAN FERNANDO RD,LOS ANGELES,CA,90065,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVJBHKFL0,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,98,A,1,4.5,22,$,13237396088,No,Yes,Yes,Yes,,,,Yes,Yes,No,Casual,,,,,,No,,,
1/22/2015,PR0148109,PIZZA MANIA,"7008 S SAN PEDRO ST LOS ANGELES, CA 90003",7008 S SAN PEDRO ST,LOS ANGELES,CA,90003,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVJB3HLNO,16F023,"# 23. No rodents, insects, birds, or animals",2,95,A,1,3.5,43,$,13237783081,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,,Yes,Yes,,
1/20/2015,PR0013393,PIZZA MAYVEN,"140 N LA BREA AVE  LOS ANGELES, CA 90036",140 N LA BREA AVE,LOS ANGELES,CA,90036,1634,RESTAURANT (31-60) SEATS MODERATE RISK,ROUTINE INSPECTION,IVELTYGNP,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,94,A,1,4,43,$$,13238570353,No,Yes,Yes,Yes,Yes,,Street,No,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,,
1/23/2015,PR0156538,PIZZA MOON,"2619 S WESTERN AVE LOS ANGELES, CA 90018",2619 S WESTERN AVE,LOS ANGELES,CA,90018,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IV9SG7OOR,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,93,A,1,3.5,68,$,12132046400,No,Yes,Yes,Yes,,,Private Lot,Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,Free,Yes,Yes,,
2/5/2015,PR0030205,PIZZA NEXT DOOR,"806 W 8TH ST # B LOS ANGELES, CA 90017",806 W 8TH ST # B,LOS ANGELES,CA,90017,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVKL6GVKN,16F036,"# 36. Equipment, utensils and linens: storage and use",1,98,A,1,4,383,$,12136226595,No,Yes,Yes,Yes,Yes,Lunch,Street,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,Yes,Yes,,
6/3/2015,PR0015773,PIZZA PAUL,"4330 W MELROSE AVE  LOS ANGELES, CA 90029",4330 W MELROSE AVE,LOS ANGELES,CA,90029,1634,RESTAURANT (31-60) SEATS MODERATE RISK,ROUTINE INSPECTION,IV0E6886S,16F030,# 30. Food properly stored; food storage containers identified,1,97,A,1,4.5,243,$,13236631219,No,Yes,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,Yes,,Yes
10/6/2015,PR0167578,PIZZA ROSSA,"4040 W MARTIN LUTHER KING JR BLVD LOS ANGELES, CA 90008",4040 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90008,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVL81ZYYQ,16F037,"# 37. Adequate ventilation and lighting; designated areas, use",1,91,A,1,3.5,16,$,13232960045,No,No,,,,,,No,Yes,No,Casual,,,,,,,,,
11/20/2014,PR0015683,PIZZA STUDIO,"3584 S FIGUEROA ST # #5 LOS ANGELES, CA 90007",3584 S FIGUEROA ST # #5,LOS ANGELES,CA,90007,1634,RESTAURANT (31-60) SEATS MODERATE RISK,ROUTINE INSPECTION,IV1K2W0SO,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,95,A,1,4,438,$,12137636124,No,No,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,,Yes
10/20/2014,PR0008692,PIZZA WORLD,"365 S FAIRFAX AVE  LOS ANGELES, CA 90036",365 S FAIRFAX AVE,LOS ANGELES,CA,90036,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVCHW0GYW,16F036,"# 36. Equipment, utensils and linens: storage and use",1,91,A,1,3.5,52,$,13236532896,No,Yes,Yes,Yes,No,"Lunch, Dinner",Street,Yes,Yes,Yes,Casual,Divey,Average,No,,Free,No,Yes,,Yes
12/16/2014,PR0002773,PIZZANISTA,"2019 E 7TH ST  LOS ANGELES, CA 90021",2019 E 7TH ST,LOS ANGELES,CA,90021,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVQM9ZSQ2,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,91,A,1,4,776,$,12136271430,No,Yes,Yes,Yes,No,"Lunch, Dinner, Late Night","Street, Private Lot",Yes,Yes,Yes,Casual,Hipster,Average,Beer & Wine Only,Yes,Free,No,Yes,,
10/3/2014,PR0016514,PIZZERIA IL FICO,"310 S ROBERTSON BLVD  LOS ANGELES, CA 90048",310 S ROBERTSON BLVD,LOS ANGELES,CA,90048,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVV5TAHF5,16F030,# 30. Food properly stored; food storage containers identified,1,90,A,1,4.5,336,$$,13102713426,Yes,,Yes,Yes,No,Dinner,"Valet, Street",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,Yes,,
3/5/2015,PR0022082,PIZZERIA MOZZA,"641 N HIGHLAND AVE  LOS ANGELES, CA 90036",641 N HIGHLAND AVE,LOS ANGELES,CA,90036,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVWI0UVZO,16F014,# 14. Food contact surfaces: clean and sanitized,2,97,A,1,4,3667,$$,13232970101,Yes,No,Yes,Yes,No,Dinner,Valet,No,No,Yes,Casual,,Average,Beer & Wine Only,No,No,No,No,,
11/18/2014,PR0028641,PIZZICOTTO,"11758 SAN VICENTE BLVD  LOS ANGELES, CA 90049",11758 SAN VICENTE BLVD,LOS ANGELES,CA,90049,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVO6PRAXF,16F030,# 30. Food properly stored; food storage containers identified,1,95,A,1,4,447,$$,13104427188,Yes,No,Yes,Yes,Yes,Dinner,Street,Yes,No,No,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,No,,
10/14/2014,PR0037448,PLACE AT CONSTELLATION,"10250 CONSTELLATION BLVD # 100E LOS ANGELES, CA 90067",10250 CONSTELLATION BLVD # 100E,LOS ANGELES,CA,90067,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVRXO6TSW,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,99,A,1,3.5,17,$,14242782060,No,No,Yes,Yes,,"Breakfast, Lunch",Garage,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,Yes,,
12/30/2015,PR0025559,PLACITA CAFE,"711 N MAIN ST STE #105 LOS ANGELES, CA 90012",711 N MAIN ST STE #105,LOS ANGELES,CA,90012,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVFFZJREE,16F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",1,90,A,1,4,99,$,12136200774,No,No,Yes,Yes,No,,Street,No,Yes,No,Casual,Casual,Average,No,Yes,No,Yes,No,,
10/8/2014,PR0024828,PLAN B,"11637 W PICO BLVD  LOS ANGELES, CA 90064",11637 W PICO BLVD,LOS ANGELES,CA,90064,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVLTVJ9JR,16F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",1,96,A,1,3.5,44,$$,13103123633,,,,Yes,No,,"Valet, Street",Yes,,Yes,,,Average,Full Bar,Yes,,Yes,,,
12/4/2014,PR0152855,PLAN CHECK,"1111 WILSHIRE BLVD LOS ANGELES, CA 90017",1111 WILSHIRE BLVD,LOS ANGELES,CA,90017,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVXNJTEQB,16F023,"# 23. No rodents, insects, birds, or animals",2,97,A,1,4,854,$$,12134031616,Yes,Yes,Yes,Yes,No,"Lunch, Dinner","Street, Private Lot",Yes,No,Yes,Casual,"Casual, Trendy",Average,Full Bar,Yes,Free,Yes,Yes,,
10/1/2014,PR0023371,PLANCHA,"8250 W 3RD ST STE 108 LOS ANGELES, CA 90048",8250 W 3RD ST STE 108,LOS ANGELES,CA,90048,1635,RESTAURANT (31-60) SEATS HIGH RISK,ROUTINE INSPECTION,IVH90FKOO,16F027,# 27. Food separated and protected,1,92,A,1,4,574,$,13239519911,No,Yes,Yes,Yes,No,"Lunch, Dinner, Late Night","Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,,Yes
10/29/2014,PR0017735,PLANET RESTAURANT,"1411 W 3RD ST  LOS ANGELES, CA 90017",1411 W 3RD ST,LOS ANGELES,CA,90017,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV1JP0RZU,16F001,# 1a. Demonstration of knowledge,2,94,A,1,4,18,$,12134812088,No,Yes,Yes,No,,,Street,,Yes,Yes,Casual,,Average,No,Yes,No,No,No,,
8/27/2015,PR0168488,PLANK 47 PIZZA,"4551 CENTINELA AVE LOS ANGELES, CA 90066",4551 CENTINELA AVE,LOS ANGELES,CA,90066,1631,RESTAURANT (0-30) SEATS MODERATE RISK,ROUTINE INSPECTION,IVVY8PHOK,16F007,# 7. Proper hot and cold holding temperatures,2,97,A,1,4,100,$$,13103063858,No,Yes,Yes,Yes,Yes,"Lunch, Dinner","Street, Private Lot",Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,,Yes
5/7/2015,PR0025376,PLAYA VISTA 76,"8300 LINCOLN BLVD  LOS ANGELES, CA 90045",8300 LINCOLN BLVD,LOS ANGELES,CA,90045,1610,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",ROUTINE INSPECTION,IVMUEO5S1,16F006,# 6. Adequate handwashing facilities supplied & accessible,2,97,A,1,2.5,12,,13106494683,,,,,,,,,,,,,,,,,,,,
10/8/2014,PR0011207,PLAYAS DE SAN BLAS,"4020 W WASHINGTON BLVD STE #4 LOS ANGELES, CA 90018",4020 W WASHINGTON BLVD STE #4,LOS ANGELES,CA,90018,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVSGPSGKD,16F009,# 9. Proper cooling methods,4,90,A,1,5,5,$,13237375574,No,Yes,Yes,Yes,No,,Private Lot,Yes,Yes,No,Casual,,,No,Yes,No,Yes,Yes,,
3/30/2016,PR0176896,PLAYAS EL SALVADOR RESTAURANT,"4020 W WASHINGTON BLVD STE 4 LOS ANGELES, CA 90018",4020 W WASHINGTON BLVD STE 4,LOS ANGELES,CA,90018,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVHQGHV8T,16F027,# 27. Food separated and protected,1,97,A,1,5,5,$,13237375574,No,Yes,Yes,Yes,No,,Private Lot,Yes,Yes,No,Casual,,,No,Yes,No,Yes,Yes,,
10/2/2014,PR0024816,PLAYAS LAS TUNAS,"1107 S ALVARADO ST STE 112 LOS ANGELES, CA 90006",1107 S ALVARADO ST STE 112,LOS ANGELES,CA,90006,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IV7ZMVAOZ,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,91,A,1,2,41,$$,12133658504,Yes,Yes,Yes,Yes,,,Private Lot,Yes,Yes,Yes,Casual,,Very Loud,Full Bar,No,Free,Yes,Yes,,
1/7/2016,PR0025643,PLAYBOY LIQUOR,"6435 YUCCA ST  LOS ANGELES, CA 90028",6435 YUCCA ST,LOS ANGELES,CA,90028,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",ROUTINE INSPECTION,IVJ09DHAM,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,94,A,1,3,25,$$,13234655544,,,Yes,Yes,,,Private Lot,Yes,,,,,,,,,,,,
10/2/2015,PR0025061,PLAYHOUSE,"6506 HOLLYWOOD BLVD  LOS ANGELES, CA 90028",6506 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,1641,RESTAURANT (151 + ) SEATS HIGH RISK,OWNER INITIATED ROUTINE INSPECT.,IVYBOSNJO,16F033,# 33. Nonfood-contact surfaces clean and in good repair,1,94,A,1,2.5,438,$$$,13236564800,,,,Yes,No,,,No,,Yes,,Trendy,Very Loud,Full Bar,No,,No,,,
1/6/2015,PR0041003,PLAZA DEL VALLE MARKET,"3113 W 8TH ST  LOS ANGELES, CA 90005",3113 W 8TH ST,LOS ANGELES,CA,90005,1612,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",ROUTINE INSPECTION,IVRBT6ZW2,16F043,# 43. Premises; personal/cleaning items; vermin-proofing,1,92,A,1,2.5,3,$,12133845996,,,Yes,Yes,No,,"Valet, Garage, Street",Yes,,,,,,,,,,,,
5/29/2015,PR0024566,PLAZA GRILLE CAFE,"505 S FLOWER ST STE B043 LOS ANGELES, CA 90071",505 S FLOWER ST STE B043,LOS ANGELES,CA,90071,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IV355LEEO,16F036,"# 36. Equipment, utensils and linens: storage and use",1,96,A,1,3.5,33,$,12136246801,No,No,Yes,Yes,No,,Garage,No,Yes,Yes,Casual,Casual,Loud,No,Yes,No,No,Yes,,
1/15/2015,PR0011001,PLAZA MARKET PLACE,"1969 ZONAL AVE  LOS ANGELES, CA 90033",1969 ZONAL AVE,LOS ANGELES,CA,90033,1638,RESTAURANT (61-150) SEATS HIGH RISK,ROUTINE INSPECTION,IVYIL1MXD,16F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",1,97,A,1,2.5,5,$$,13234421943,No,No,Yes,Yes,,,,,Yes,Yes,Casual,,,No,Yes,Free,Yes,,,
11/18/2014,PR0016686,PLAZA SUSHI,"928 S WESTERN AVE STE 119 LOS ANGELES, CA 90006",928 S WESTERN AVE STE 119,LOS ANGELES,CA,90006,1632,RESTAURANT (0-30) SEATS HIGH RISK,ROUTINE INSPECTION,IVO10AOUT,16F004,"# 4. Proper eating, drinking, or tobacco use",2,90,A,1,3.5,14,$$,12133801580,No,No,Yes,Yes,,,Garage,Yes,Yes,Yes,Casual,,Very Loud,No,No,Free,Yes,,,
